id,name,version,chain,mint_opens_at,supply,minted,currency,primary_volume,primary_sales,secondary_volume,total_volume,total_sales,total_volume_usd
0,FXHASH Generative Logo,fxhash 1.0 (Tezos),TEZOS,2021-11-03T12:26:02+00:00,1000,1000,XTZ,0.4,1000,55473.137774,55473.537774,1617,123401.78
0x00772c0048B35d45Eaee2701aC676064eD33F1B4,Abstract Pixelscape,fxhash 2.0 (EVM),BASE,2024-12-12T16:32:33+00:00,256,2,ETH,0.015,2,0.0,0.015,2,58.88
0x0089cdb7215DF1Fab8BbC361F438A1e89f0A885c,Close Together,fxhash 2.0 (EVM),BASE,2025-01-12T04:36:41+00:00,100,3,ETH,0.003,3,0.0,0.003,3,9.77
0x01034Df217161a441f8dd8Fc1BB04Aa2615AADc0,Poison,fxhash 2.0 (EVM),BASE,2024-10-06T22:43:27+00:00,29,29,ETH,0.0306,29,0.004,0.0346,30,84.67
0x01CC8A435A9fa0bC676CA504E4F5D03B2088a29e,Land,fxhash 2.0 (EVM),BASE,2024-08-07T14:00:00+00:00,150,4,ETH,0.006,4,0.0,0.006,4,15.17
0x022582C5b1f3AB93EC651b879897CCaB6EbB14A0,Solution,fxhash 2.0 (EVM),BASE,2024-12-26T16:00:00+00:00,256,256,ETH,0.0,256,0.021,0.021,258,72.01
0x0267364794A6A21d12BE06Ff22cfC2ba64b564dE,Samsa,fxhash 2.0 (EVM),BASE,2024-03-11T09:03:00+00:00,211,211,ETH,0.0,211,0.927779,0.927779,272,3237.12
0x027B7a0112B19Cb0C104e7515b1Cdda9157728d7,WRISTORY: My Wish (나의 소원) - Baekbum Kim Gu,fxhash 2.0 (EVM),BASE,2026-05-22T13:10:00+00:00,150,,ETH,0.0,0,0.0,0.0,0,0.0
0x0280993081005b96c2a73ae7Daa9ba11fD354f2f,Minor lights,fxhash 2.0 (EVM),BASE,2025-05-27T13:44:25+00:00,3,2,ETH,0.24,2,0.0,0.24,2,635.21
0x03751F0eA0ab18734c9C9De6bcA760e979eBa7B0,Through,fxhash 2.0 (EVM),BASE,2024-12-25T20:23:45+00:00,2115,2115,ETH,0.001555,2115,0.204437,0.205992,2319,364.58
0x03e27c3800291d70972534011e17B6aD966c8728,Distant settlement,fxhash 2.0 (EVM),BASE,2025-12-10T06:44:00+00:00,256,13,ETH,0.00255,13,0.0,0.00255,13,6.69
0x04129D504Ef301Ef83D0EFb65cEDC38f0385B65E,Frolic,fxhash 2.0 (EVM),ETHEREUM,2023-12-16T19:00:00+00:00,6,6,ETH,0.12,6,0.0,0.12,6,265.06
0x045808302Ea23aC9fccd333BeE2867fFbdc15e02,elektromedusae,fxhash 2.0 (EVM),BASE,2026-03-23T19:00:00+00:00,256,56,ETH,0.14336,56,0.0,0.14336,56,304.75
0x045efe45B85320Cdc629AeB47Dfd90626AcD7634,GenesisAmphibia69,fxhash 2.0 (EVM),BASE,2025-02-28T17:00:00+00:00,420,0,ETH,0.0,0,0.0,0.0,0,0.0
0x04C192F3e5b359A631561b71eAC16cb489EfD2E2,Baseflow V3,fxhash 2.0 (EVM),BASE,2024-05-02T13:13:43+00:00,10,10,ETH,0.0075,10,0.0,0.0075,10,23.1
0x052E3b91B999FBfdd68d8dc427b6927D102A2F2e,RideLoop,fxhash 2.0 (EVM),BASE,2024-10-15T12:58:29+00:00,5,5,ETH,0.005,5,0.0,0.005,5,13.23
0x05427f48E4f4F2d3824f801eBC36935F37dcf186,Alseno,fxhash 2.0 (EVM),BASE,2024-08-30T17:30:00+00:00,11,11,ETH,0.0088,11,0.0,0.0088,11,21.54
0x05CA5F3b470Bb5f98E40D12Ec6ccf79AD795dea0,Feather Head,fxhash 2.0 (EVM),BASE,2024-03-29T19:00:00+00:00,14,14,ETH,0.0119,14,0.0,0.0119,14,39.44
0x063E3AaFe05Ffc1F87d57ED9fce9bAF15512b91c,Extraterrestrial Transmission,fxhash 2.0 (EVM),BASE,2024-09-20T04:00:00+00:00,6,6,ETH,0.012,6,0.0,0.012,6,35.74
0x06880cd95A580EB3Ba97706473dA084a974242A7,Macro Geometry,fxhash 2.0 (EVM),BASE,2024-12-19T19:00:00+00:00,12,12,ETH,0.0096,12,0.0,0.0096,12,32.52
0x06c87FA59A33A24e18CD71Ca9E4a0dc19186B23C,Immortal Gems,fxhash 2.0 (EVM),BASE,2026-05-25T15:00:00+00:00,6,,ETH,0.0,0,0.0,0.0,0,0.0
0x06D9654a1C87f04C48B3C9704e9f0B028D99A5C4,Little title,fxhash 2.0 (EVM),BASE,2025-05-27T13:43:15+00:00,3,1,ETH,0.17,1,0.0,0.17,1,432.15
0x073D1c948Bcbb19bf1FCF619f94c6264cf2D7F09,THE-BLOCK,fxhash 2.0 (EVM),BASE,2024-11-15T11:31:55+00:00,27,27,ETH,0.01215,27,0.0,0.01215,27,37.97
0x08168Cc18064d66D864ACAC0950AbCe8841737c3,VeilOfFrequencies,fxhash 2.0 (EVM),BASE,2024-08-25T16:00:00+00:00,91,91,ETH,0.1092,91,0.0,0.1092,91,278.26
0x0847517Ad04F63B3B200c9e5E2e4B6b96be2234A,Based fx(avatar),fxhash 2.0 (EVM),BASE,2025-02-08T15:50:43+00:00,256,256,ETH,0.0,256,0.0,0.0,256,0.0
0x084A4dfD8b73251905fB590627e1769a0FBA5A3D,Dead Birds Fucking,fxhash 2.0 (EVM),BASE,2025-10-22T18:00:00+00:00,333,18,ETH,0.018,18,0.0,0.018,18,67.51
0x08D0275986d8CE3681a271Bc2A8F5608434F8981,838 (light art) ,fxhash 2.0 (EVM),BASE,2025-11-26T03:30:09+00:00,20,7,ETH,0.007,7,0.0,0.007,7,21.49
0x0910cFea235A776174CAe95c91dBE75781d09AC6,"""Rashoumon""(Ryunosuke_Akutagawa)",fxhash 2.0 (EVM),BASE,2026-04-07T13:37:37+00:00,1,1,ETH,0.001,1,0.0,0.001,1,2.07
0x0944a9414f2385D4D01B4CeC14a0F438BF6401fD,🍌 Generative Comedian 🍌,fxhash 2.0 (EVM),BASE,2024-11-15T11:59:15+00:00,23,23,ETH,0.0,23,0.0,0.0,23,0.0
0x0980688A3df3E3b714FE4c7A0a0044e3F7De4098,The Metaphor Machine,fxhash 2.0 (EVM),BASE,2025-05-02T16:32:00+00:00,46074,46074,ETH,0.0,46074,0.0,0.0,46074,0.0
0x09C5638c6800D0Af00b40C86F545cEA296A17c2a,SUNKEN,fxhash 2.0 (EVM),BASE,2024-09-06T18:30:00+00:00,300,27,ETH,0.05994,27,0.0,0.05994,27,137.99
0x0A13511cF1720d38fCb1ccC96159a8aC69bafbF8,Loop and nature,fxhash 2.0 (EVM),BASE,2025-01-27T06:00:00+00:00,128,9,ETH,0.009,9,0.0,0.009,9,28.09
0x0a5343c3a9aA0F2Ab23E4FaFC01648B73F20ad5d,Based Chronicles,fxhash 2.0 (EVM),BASE,2025-02-18T14:06:03+00:00,256,256,ETH,0.0,256,0.00284,0.00284,285,6.77
0x0a5dAA3086D6D74768eFcbf55987B831C3a3aFC8,Expedition,fxhash 2.0 (EVM),BASE,2024-11-08T16:00:00+00:00,100,100,ETH,0.1,100,0.0723,0.1723,112,519.74
0x0aa208eEC242030ea0148fCE4B05F3D7C91509f3,Time Traveler,fxhash 2.0 (EVM),BASE,2025-01-06T02:14:25+00:00,100,83,ETH,0.083,83,0.0015,0.0845,84,298.11
0x0b021034B6FF0b545d999079e761431813811D67,PUNK,fxhash 2.0 (EVM),BASE,2025-02-05T15:00:00+00:00,10000,464,ETH,0.015797,464,0.0,0.015797,464,50.69
0x0bb104C8A3ba07D1B9dAE6C2eAceD7f279314b9e,There’s No Distance,fxhash 2.0 (EVM),ETHEREUM,2023-12-14T17:00:00+00:00,128,128,ETH,49.2,128,2.317,51.517,138,120763.81
0x0BC012Ed709D3b30cDA4F91032501A3529dafA99,Vintage Thoughts,fxhash 2.0 (EVM),BASE,2024-08-05T12:49:13+00:00,5,5,ETH,0.0025,5,0.0,0.0025,5,5.92
0x0c35037134B43042A754C763501585ce469a1532,"""Neon Brutalism""",fxhash 2.0 (EVM),BASE,2026-01-30T11:36:39+00:00,30,,ETH,0.0,0,0.0,0.0,0,0.0
0x0cC7F519E2309d8a31a3d7028c20F2FB76ac97a3,Lattice Bloom,fxhash 2.0 (EVM),BASE,2025-11-10T17:00:00+00:00,1000,87,ETH,0.081,87,0.0,0.081,87,275.34
0x0ccA7875e8597Dc161cCbD5170C7A047dD17AD21,Wallflowers,fxhash 2.0 (EVM),BASE,2025-11-06T23:00:00+00:00,333,4,ETH,0.0156,4,0.0,0.0156,4,51.58
0x0d2Bd9C27d864555d6997F8109189617dEE126dF,Xel,fxhash 2.0 (EVM),BASE,2025-04-21T16:01:00+00:00,15,15,ETH,0.0045,15,0.0,0.0045,15,7.5
0x0D34CbCeB48ED80E94146D1531b239e5F83E2409,Entropic Bug 2,fxhash 2.0 (EVM),BASE,2025-11-19T16:30:00+00:00,20,10,ETH,0.01,10,0.0,0.01,10,23.74
0x0d546CB4Cedd4D1497529551c2e31cA4aCc41924,Idle/Interludes,fxhash 2.0 (EVM),BASE,2024-08-29T14:00:00+00:00,1525,1525,ETH,1.525,1525,0.0234,1.5484,1532,3883.0
0x0E52f1775660341642A31eca7973E9E7bb48CFF3,Explode,fxhash 2.0 (EVM),ETHEREUM,2024-07-11T10:00:00+00:00,1000,2,ETH,0.01,2,0.0,0.01,2,32.56
0x0Ea9bDBA5ECf301144Bd572bDdD1F3017200b4B9,Baseplant,fxhash 2.0 (EVM),BASE,2024-04-28T18:22:59+00:00,50,50,ETH,0.025,50,0.0,0.025,50,78.58
0x0EdBd53aE0dD991f985E8020271E7ee8362B3b0D,TOWR,fxhash 2.0 (EVM),BASE,2025-07-03T19:00:00+00:00,100000,1934,ETH,3.8365,3646,0.0268,3.8633,3666,10138.37
0x0fa16062B1dE835B2e4a5c8E477e250BA94d235a,1737990084888,fxhash 2.0 (EVM),ETHEREUM,2025-01-27T17:00:00+00:00,100,1,ETH,0.0,1,0.0,0.0,1,0.0
0x0fA385e967F94E8b9A223702c70a5C816A1AB5b6,Grana Gop,fxhash 2.0 (EVM),BASE,2024-10-19T18:00:00+00:00,5,5,ETH,0.004,5,0.0,0.004,5,10.58
0x0Fbcf1C261e9F566F2A539C534e76d57070d5B27,Entropic Bug,fxhash 2.0 (EVM),BASE,2024-06-24T21:17:11+00:00,9,9,ETH,0.00675,9,0.0062,0.01295,12,37.88
0x1084D99FB4E49A6693e305f7BC0dfA926D6a6c3F,elektrobotanika 2a,fxhash 2.0 (EVM),BASE,2026-04-04T12:00:00+00:00,256,98,ETH,0.25088,98,0.0,0.25088,98,516.47
0x10a9E76A8EC7A41446E602B762da010f495543fE,Depot,fxhash 2.0 (EVM),ETHEREUM,2023-12-14T13:45:00+00:00,200,17,ETH,1.7,17,0.0,1.7,17,3972.41
0x10E93e6CA2d7CF7635835C16F2df05a215CD71f1,E29F13,fxhash 2.0 (EVM),BASE,2025-06-03T11:12:47+00:00,3,0,ETH,0.0,0,0.0,0.0,0,0.0
0x1158B415C855B0A6669C8EfefC77cf6D6e97CA0e,Duality of Zed,fxhash 2.0 (EVM),BASE,2025-07-16T16:00:00+00:00,2000,665,ETH,1.197,1241,0.2452,1.4422,1281,5002.08
0x11F9ac46B53d5aD73E712d42ee64050e9d9740FB,The Noise,fxhash 2.0 (EVM),BASE,2025-04-24T15:26:27+00:00,16510,16510,ETH,0.0,16510,0.0,0.0,16510,0.0
0x12Cc86330546131622EAc118cedC41bDE61fb07a,ETHy7ro7en,fxhash 2.0 (EVM),BASE,2024-03-03T19:27:21+00:00,100,100,ETH,0.1,100,0.0,0.1,100,356.68
0x1374a9eA25e1059294c2B3e2636d65Fb36a0936b,The Last Miner,fxhash 2.0 (EVM),BASE,2026-05-22T13:10:00+00:00,16,,ETH,0.0,0,0.0,0.0,0,0.0
0x13832Fa67E613716Eb372951459749A141e37652,Monolithic Element,fxhash 2.0 (EVM),BASE,2024-05-05T04:54:19+00:00,50,3,ETH,0.03,3,0.0,0.03,3,91.59
0x138E4EbC4436FdB05d311fbB5fa596dF09fCeA0E,Naturalys,fxhash 2.0 (EVM),BASE,2025-03-26T15:00:00+00:00,0,0,ETH,0.0,0,0.0,0.0,0,0.0
0x13caA91B8Aa58f287141cF9Ca1a68BA1050d47b3,Crude and Green (BASE),fxhash 2.0 (EVM),BASE,2024-08-29T05:00:00+00:00,25,4,ETH,0.004,4,0.0,0.004,4,10.23
0x149002A169158Be59819C44D370499e466FdBC8D,What I Want: Sunburn,fxhash 2.0 (EVM),BASE,2025-12-07T19:30:00+00:00,128,,ETH,0.0,0,0.0,0.0,0,0.0
0x14da2b4931AA8C40FF614D4d0b40398B87636E0c,"Mom look, it's glowing!",fxhash 2.0 (EVM),ETHEREUM,2023-12-14T15:00:00+00:00,100,25,ETH,0.5,25,0.0,0.5,25,1245.49
0x159BFA3412F59313f12f873fcd40a8346a2058ff,Paradigm,fxhash 2.0 (EVM),ETHEREUM,2023-12-14T13:00:00+00:00,128,128,ETH,12.8,128,7.356,20.156,173,47206.99
0x15bE0B9f690d0Df1D195d3D8db6F54A108Ef1A47,AMONG THE INFINITE,fxhash 2.0 (EVM),BASE,2025-01-12T01:00:00+00:00,256,20,ETH,0.1,20,0.0,0.1,20,322.65
0x15EdD81d86Bab3AcC34E62E1bAC7692b4A8b3e96,SnapRide,fxhash 2.0 (EVM),ETHEREUM,2024-08-09T06:45:35+00:00,4,4,ETH,0.16,4,0.0,0.16,4,405.78
0x166808832a1E3997e90aBf87d6039de1a95Be901,Polyurethane 1 ,fxhash 2.0 (EVM),BASE,2026-02-11T15:33:00+00:00,50,20,ETH,0.008,20,0.0,0.008,20,15.44
0x166F022fB26F20A8d637E5851c39B556632ec181,Artificial Selection,fxhash 2.0 (EVM),BASE,2024-11-14T15:30:00+00:00,4,4,ETH,0.016,4,0.0,0.016,4,49.04
0x167AE76158988797D79B7d4561A8A8b8e8f32cd9,When You're Alone.,fxhash 2.0 (EVM),BASE,2024-05-29T18:00:00+00:00,200,171,ETH,0.342,171,0.0,0.342,171,1248.26
0x1695Ac117aBAAfd92653Ca21f5CF071bC51d7Dc0,Rayincarnations,fxhash 2.0 (EVM),BASE,2026-01-28T17:00:00+00:00,222,222,ETH,2.664,222,0.02,2.684,224,7140.48
0x16C1695f5762f401E06892ac5270C34A75fA52A1,Lost,fxhash 2.0 (EVM),BASE,2024-08-21T14:00:00+00:00,30,30,ETH,0.024,30,0.0,0.024,30,62.42
0x16C6C19e09128A4c846D5eF8f6800343a479C337,GenTest,fxhash 2.0 (EVM),BASE,2024-05-02T19:32:49+00:00,0,0,ETH,0.0,0,0.0,0.0,0,0.0
0x16F457BDf92392B9Ed752F1059AAAD7527F5E279,Magnetic Schism,fxhash 2.0 (EVM),BASE,2026-01-05T20:00:00+00:00,100,,ETH,0.0,0,0.0,0.0,0,0.0
0x177910992B55C8EE383AAa9e5E1d4a49325EdC7B,🅱🅰🆂🅴 🅽🆈🅼🅾🆁🅰,fxhash 2.0 (EVM),BASE,2024-09-20T16:51:21+00:00,245,245,ETH,0.0,245,0.0,0.0,245,0.0
0x177De50CBaF9C78fC7239091411888e3096cec46,Based Turbulence,fxhash 2.0 (EVM),BASE,2025-11-02T21:30:00+00:00,10000,4,ETH,0.00625,8,0.0,0.00625,8,21.94
0x178Af051b330B78BE8d52fBd51D4029f40938241,Roots of Time,fxhash 2.0 (EVM),BASE,2025-12-17T12:00:00+00:00,200,4,ETH,0.004,4,0.0,0.004,4,11.67
0x1848f33FC894c3237A23c5BA3b709fEA0C55902B,Autoleague alpha,fxhash 2.0 (EVM),BASE,2025-11-04T11:42:15+00:00,525,2,ETH,0.002,2,0.0,0.002,2,7.04
0x189c4af0a1A55F1b8C25730d8152523C6441c17c,solar storm,fxhash 2.0 (EVM),BASE,2024-05-24T01:12:47+00:00,4,4,ETH,0.004,4,0.003,0.007,5,22.66
0x18d11205B00C63C8Cf181aB35395d65d7C358eD2,Subaqua,fxhash 2.0 (EVM),BASE,2024-09-18T15:00:00+00:00,100,7,ETH,0.014,7,0.0,0.014,7,36.05
0x190De6FD9D3a7C85B728056bEC2Bd07C3a414D3f,50x50x4,fxhash 2.0 (EVM),ETHEREUM,2024-02-04T22:55:35+00:00,64,24,ETH,0.0,24,0.0,0.0,24,0.0
0x19DBc1c820dd3F13260829a4E06Dda6d9EF758DB,Entangled,fxhash 2.0 (EVM),ETHEREUM,2024-06-20T17:00:00+00:00,256,256,ETH,19.48,256,13.718676,33.198676,400,111226.54
0x1B39Bd42F54cA91bd7af7F66570Cbe21c91890BF,Passage,fxhash 2.0 (EVM),BASE,2026-02-11T20:06:49+00:00,51,15,ETH,0.075,15,0.0,0.075,15,150.16
0x1B80898BaD0f98ACf278E5F6db7bB98c0977444f,Urban Contour,fxhash 2.0 (EVM),ETHEREUM,2024-01-06T16:00:00+00:00,114,18,ETH,1.42,18,0.0,1.42,18,3367.25
0x1BC328b729BDb57BB48258f2dB18e0384cDfE08c,The Block — Bitcoin Chronicles II,fxhash 2.0 (EVM),BASE,2026-05-22T13:10:00+00:00,16,,ETH,0.0,0,0.0,0.0,0,0.0
0x1c9583333058d7833eC41D640744cE50A8C286be,Generato non creato,fxhash 2.0 (EVM),ETHEREUM,2025-02-03T23:45:00+00:00,153,29,ETH,1.16,29,0.0,1.16,29,3210.0
0x1d17f6868f3a922D3fCC15c634BD74E901d5b3f3,passw 009,fxhash 2.0 (EVM),BASE,2024-05-23T00:02:51+00:00,7,7,ETH,0.0,7,0.0,0.0,7,0.0
0x1D1f631c1262FBEb0d6f2b4A74d99F8C369ED813,墨水中的幽灵,fxhash 2.0 (EVM),BASE,2025-11-27T07:00:00+00:00,300,10,ETH,0.0,10,0.0,0.0,10,0.0
0x1d3045f660F02defcbDA9C5fa83F017c3779C5FC,The Cycle — Bitcoin Chronicles IV,fxhash 2.0 (EVM),BASE,2026-05-14T15:00:00+00:00,256,,ETH,0.0,0,0.0,0.0,0,0.0
0x1d4a0af64B17029B0a3742fE9B3349DD34D4c113,Genesh-G,fxhash 2.0 (EVM),ETHEREUM,2023-12-14T13:00:00+00:00,108,5,ETH,0.05,5,0.0,0.05,5,126.79
0x1e4F0f36c8A57e1a257463f9E96310eA858fCAC9,Algorbit,fxhash 2.0 (EVM),BASE,2024-08-06T14:08:33+00:00,90,63,ETH,0.0567,63,0.0,0.0567,63,179.85
0x1e7436f060bB73bC898dB074B568961F4F3B506a,undeniable failure,fxhash 2.0 (EVM),BASE,2025-07-03T16:00:00+00:00,40000,1195,ETH,1.60575,1696,0.0281,1.63385,1706,4338.14
0x1E9c23d103872118be19d73C95d9d3cD6d158a25,Evlove,fxhash 2.0 (EVM),BASE,2026-02-12T13:00:00+00:00,6250,11,ETH,0.00705,13,0.0,0.00705,13,13.87
0x1eCd659EA3E9993B6E1B4e4649042e5444e18d3d,Sketch 03/09/24,fxhash 2.0 (EVM),BASE,2024-09-03T04:00:00+00:00,50,15,ETH,0.0039,15,0.0,0.0039,15,9.22
0x1EdF7F980686b38Bbd03Dd963414434db7470aab,Basepaint,fxhash 2.0 (EVM),BASE,2024-04-13T02:20:47+00:00,4,4,ETH,0.004,4,0.0,0.004,4,12.92
0x1EF4B99BE3F3787E215C6dfA8B96C87E8b421a00,daydream,fxhash 2.0 (EVM),ETHEREUM,2023-12-20T19:08:00+00:00,100,100,ETH,5.0,100,0.265,5.265,103,11750.87
0x1F8Bbbe44FAafec4E209a3Cfcc66Da0c9d23C29B,Afterburn,fxhash 2.0 (EVM),BASE,2025-08-12T16:00:00+00:00,10000,549,ETH,0.0,1007,0.014,0.014,1014,65.76
0x1Ff6618E909199CBd6db277EffFb7663776fE60d,Strata & Sediment,fxhash 2.0 (EVM),BASE,2026-02-08T20:00:00+00:00,64,3,ETH,0.003,3,0.0,0.003,3,5.88
0x1fFeA17cA6A6eA7162dEb62e017DE87bB85A30e3,Analog Static Study No. 3,fxhash 2.0 (EVM),BASE,2025-12-05T20:30:00+00:00,30,10,ETH,0.001,10,0.0,0.001,10,3.03
0x202ff1f06171691f8fF452bbCd9770c05B8D8743,Based Pimp a grid,fxhash 2.0 (EVM),BASE,2025-02-19T14:53:37+00:00,256,256,ETH,0.0,256,0.001569,0.001569,266,4.17
0x207d9d8F2866fab6F4C0ACEff4dfD5BceE2a8F7C,Territory,fxhash 2.0 (EVM),BASE,2025-02-20T16:15:00+00:00,2,2,ETH,0.004,2,0.0,0.004,2,11.0
0x209fdd6aaD2400055Cb0FC992873fe4D7c428B0c,Algorithmic Cascade,fxhash 2.0 (EVM),BASE,2025-11-16T11:00:00+00:00,100,1,ETH,0.001,1,0.0,0.001,1,3.16
0x2125dB06FCE78Ad8cAabE724C5b8ea398cadBBB3,Fires and Flames,fxhash 2.0 (EVM),BASE,2024-09-17T18:00:00+00:00,20,20,ETH,0.02,20,0.0,0.02,20,47.37
0x216a233B111a450Cb75aC7A9D287C6a9458790Af,ShapeVerse,fxhash 2.0 (EVM),BASE,2024-10-27T00:12:29+00:00,1,1,ETH,0.0001,1,0.0,0.0001,1,0.24
0x21bb4AdB17B43E76A4CE728430768021921Cfd56,Paint conductivit (base),fxhash 2.0 (EVM),BASE,2024-08-12T12:00:00+00:00,64,17,ETH,0.00425,17,0.0,0.00425,17,10.76
0x21BB6Fae567eaf9b9A2Ef2FF21720748Acf61df7,Forgot My Lambo,fxhash 2.0 (EVM),ETHEREUM,2023-12-16T13:00:00+00:00,315,315,ETH,0.7875,315,0.0345,0.822,320,1883.36
0x226C85cD8432b823B5A5321F6a34a7D767156237,Abstraction Interference,fxhash 2.0 (EVM),BASE,2025-12-23T15:46:13+00:00,32,22,ETH,0.01,22,0.0,0.01,22,29.52
0x22A39f8E32997c0e184C10fE1C24abAA9DA2EF26,Cascade,fxhash 2.0 (EVM),BASE,2024-06-13T15:00:00+00:00,128,128,ETH,0.384,128,0.02,0.404,129,1390.72
0x239574Dd5aBDB1e2D9A5f4bd67d104f2e8799A78,ROMGen-002-NEU Vessel,fxhash 2.0 (EVM),BASE,2024-08-28T19:52:23+00:00,6,6,ETH,0.006,6,0.0,0.006,6,15.72
0x23e6f8d3f45Eb0860244D65C2F49486a4247F2a2,way/,fxhash 2.0 (EVM),BASE,2024-09-29T03:52:03+00:00,4,4,ETH,0.0085,4,0.0,0.0085,4,22.09
0x24450Ded1e582758309016C436095a14B3CBE39c,Crazy Knight Curve,fxhash 2.0 (EVM),ETHEREUM,2025-04-06T13:30:00+00:00,64,12,ETH,0.0,12,0.907,0.907,17,1628.35
0x24476546de67e8E3a5f14717e4b04e3B2C49d04a,Sketchscape*2*,fxhash 2.0 (EVM),BASE,2024-12-13T17:45:55+00:00,20,4,ETH,0.01,4,0.0,0.01,4,36.78
0x24Ca0C4FA16173f18F990551fa252F5168D872A9,"Sections, density, collapse",fxhash 2.0 (EVM),BASE,2025-12-28T06:21:00+00:00,100,3,ETH,0.00075,3,0.0,0.00075,3,1.83
0x2510C570618E0ACBEcDE8D2f1d70becd0e905100,Fixed Wave,fxhash 2.0 (EVM),ETHEREUM,2025-04-06T09:15:59+00:00,64,64,ETH,0.0,64,0.0,0.0,64,0.0
0x25414f9E2F3F647ad186c11CE7c06eD133DcBFDD,Based Whispering Dunes,fxhash 2.0 (EVM),BASE,2025-02-16T22:17:49+00:00,256,256,ETH,0.0,256,0.0,0.0,256,0.0
0x2554C85b2CE93a79eE994B04f4119e731D116F3E,Draconic Fractals,fxhash 2.0 (EVM),ETHEREUM,2025-03-22T14:18:59+00:00,32,9,ETH,0.009,9,0.0,0.009,9,23.2
0x25eaa7203056FF44dC4214efc60048eC2e8DD065,ⒷⒶⓈⒺⒹ ⒺⒸⒽⓄ,fxhash 2.0 (EVM),BASE,2025-03-18T18:50:55+00:00,256,1,ETH,0.0004,1,0.0,0.0004,1,0.74
0x2661de7b2cb373172fA9B657C94432aaa24B2408,xerqe,fxhash 2.0 (EVM),BASE,2024-07-01T16:30:00+00:00,128,128,ETH,0.512,128,0.0,0.512,128,1612.68
0x26BDEb83ceeFb84bf732A110a0b60a176f76f8f6,CHRONOS DESIRING: A Machinic Assemblage of Historical Intensities,fxhash 2.0 (EVM),BASE,2026-01-29T17:00:00+00:00,100,40,ETH,0.04,40,0.0,0.04,40,87.89
0x26c2444546a0EC40e38C2C4f29330eC50b463083,Convergence,fxhash 2.0 (EVM),BASE,2026-04-07T01:17:15+00:00,512,,ETH,0.0,0,0.0,0.0,0,0.0
0x270fc2940469160327411917Fd75251a0a8E3cd9,Concrete Shapes,fxhash 2.0 (EVM),BASE,2024-06-26T15:36:31+00:00,10,10,ETH,0.004,10,0.0,0.004,10,12.62
0x27321B772f85D10aC00d12a626F2aFe1fD32c970,hills,fxhash 2.0 (EVM),BASE,2025-03-14T15:00:00+00:00,64,18,ETH,0.018,18,0.0,0.018,18,34.44
0x273854052b722F173C256280Ba9dd85a385ccd00,The Block — Bitcoin Chronicles II,fxhash 2.0 (EVM),BASE,2026-05-04T13:02:00+00:00,16,,ETH,0.0,0,0.0,0.0,0,0.0
0x283aA8F76496Aee03693e2e7952f0Ad62e6Ed8aE,GuilVille: City Skyscrapers (ETH Enhanced),fxhash 2.0 (EVM),ETHEREUM,2023-12-14T17:40:00+00:00,32,2,ETH,0.2,2,0.0,0.2,2,608.97
0x28d890B5683A86221Fa8FaCd5cF1A1001c7368b4,Nature of Noise,fxhash 2.0 (EVM),ETHEREUM,2024-02-20T10:25:11+00:00,24,9,ETH,0.96,9,0.0,0.96,9,2421.25
0x29681f85921697e6fB8FF960027BA9ce1594AE43,Singoga #848,fxhash 2.0 (EVM),BASE,2025-06-14T12:12:07+00:00,3,0,ETH,0.0,0,0.0,0.0,0,0.0
0x296a465E43Fb20f7D7efEe837AE5D09411b8dA95,Not a Camera,fxhash 2.0 (EVM),BASE,2026-05-18T19:00:00+00:00,256,2,ETH,0.002,2,0.0,0.002,2,4.21
0x29E75ec9C43e559518BAE6F16740C8E968d7a0b7,gridGlitch,fxhash 2.0 (EVM),BASE,2026-03-13T08:04:00+00:00,256,,ETH,0.0,0,0.0,0.0,0,0.0
0x29f39e8Bb24b6bcefEA021b9139F51320fa7726a,RuralRhythms,fxhash 2.0 (EVM),ETHEREUM,2024-08-09T06:51:59+00:00,4,4,ETH,0.04,4,0.0,0.04,4,116.22
0x2a4d010a8Cb151F442BffD695354a33C599370d5,Pheno,fxhash 2.0 (EVM),BASE,2025-08-14T16:00:00+00:00,3333,542,ETH,0.0,1116,0.002,0.002,1117,8.32
0x2a64C0eEAFfA768181375175C771711361c515fA,Divergence,fxhash 2.0 (EVM),ETHEREUM,2024-01-04T19:00:00+00:00,3,3,ETH,0.045,3,0.0,0.045,3,101.92
0x2Afc43d9C8C07648b00755D33D2D2de00c2b286d,ehite box,fxhash 2.0 (EVM),BASE,2025-05-24T02:54:59+00:00,1,0,ETH,0.0,0,0.0,0.0,0,0.0
0x2B548a49A332a4DA5c56eC07dc3fD4F4F3B3C13B,Punk Colors,fxhash 2.0 (EVM),BASE,2025-01-24T16:00:00+00:00,25,25,ETH,0.009,25,0.0,0.009,25,22.41
0x2b73F53E2E2Df5A103f69E53b86e1a632860dE2F,Cartografia Infinita das partículas,fxhash 2.0 (EVM),BASE,2025-06-18T17:41:39+00:00,19,19,ETH,0.013732,19,0.0,0.013732,19,34.21
0x2C1712C7F03d5439523602eB2cBF7eb01F246e94,The Oven — Bitcoin Chronicles I,fxhash 2.0 (EVM),BASE,2026-05-22T13:10:00+00:00,16,,ETH,0.0,0,0.0,0.0,0,0.0
0x2D604ac2Cfc8FE37f55c2e4cfcd72303acD07a1C,Bokeh Rain,fxhash 2.0 (EVM),ETHEREUM,2025-05-03T12:00:00+00:00,1000,3,ETH,0.045,3,0.0,0.045,3,84.19
