channel,rotator,hue360,sat100,light100,length
3,123.718,185.625,59.375,59.375,118
6,123.718,151.875,59.375,59.375,118
1,123.907,160.3125,48.4375,48.4375,118
3,123.907,194.0625,48.4375,48.4375,118
6,123.907,160.3125,48.4375,48.4375,118
1,124.096,112.5,69.53125,69.53125,118
3,124.096,146.25,69.53125,69.53125,118
5,124.096,78.75,99.21875,99.21875,1918
6,124.096,112.5,69.53125,69.53125,118
1,124.285,132.1875,76.5625,76.5625,118
3,124.285,165.9375,76.5625,76.5625,118
6,124.285,132.1875,76.5625,76.5625,118
1,124.474,168.75,79.6875,79.6875,118
3,124.474,202.5,79.6875,79.6875,118
6,124.474,168.75,79.6875,79.6875,118
1,124.664,165.9375,76.5625,76.5625,118
3,124.664,199.6875,76.5625,76.5625,118
6,124.664,165.9375,76.5625,76.5625,118
1,124.853,146.25,76.5625,76.5625,118
3,124.853,180,76.5625,76.5625,118
6,124.853,146.25,76.5625,76.5625,118
1,125.042,174.375,79.6875,79.6875,118
3,125.042,208.125,79.6875,79.6875,118
6,125.042,174.375,79.6875,79.6875,118
1,125.231,160.3125,76.5625,76.5625,118
3,125.231,194.0625,76.5625,76.5625,118
6,125.231,160.3125,76.5625,76.5625,118
1,125.420,165.9375,66.40625,66.40625,118
3,125.420,199.6875,66.40625,66.40625,118
6,125.420,165.9375,66.40625,66.40625,118
1,125.609,132.1875,79.6875,79.6875,118
3,125.609,165.9375,79.6875,79.6875,118
6,125.609,132.1875,79.6875,79.6875,118
1,125.799,135,76.5625,76.5625,118
3,125.799,168.75,76.5625,76.5625,118
6,125.799,135,76.5625,76.5625,118
1,125.988,143.4375,92.96875,92.96875,118
3,125.988,177.1875,92.96875,92.96875,118
6,125.988,143.4375,92.96875,92.96875,118
1,126.177,160.3125,79.6875,79.6875,118
3,126.177,194.0625,79.6875,79.6875,118
6,126.177,160.3125,79.6875,79.6875,118
1,126.377,180,76.5625,76.5625,118
3,126.377,213.75,76.5625,76.5625,118
6,126.377,180,76.5625,76.5625,118
1,126.555,196.875,72.65625,72.65625,118
3,126.555,230.625,72.65625,72.65625,118
6,126.555,196.875,72.65625,72.65625,118
1,126.756,213.75,76.5625,76.5625,118
3,126.756,247.5,76.5625,76.5625,118
6,126.756,213.75,76.5625,76.5625,118
1,126.934,180,72.65625,72.65625,118
3,126.934,213.75,72.65625,72.65625,118
6,126.934,180,72.65625,72.65625,118
0,127.123,146.25,72.65625,72.65625,478
1,127.123,112.5,69.53125,69.53125,118
2,127.123,180,72.65625,72.65625,478
3,127.123,146.25,69.53125,69.53125,118
5,127.123,112.5,99.21875,99.21875,1438
7,127.123,267.1875,43.75,43.75,83
1,127.312,132.1875,59.375,59.375,118
3,127.312,165.9375,59.375,59.375,118
7,127.312,247.5,34.375,34.375,91
1,127.501,146.25,53.125,53.125,118
3,127.501,180,53.125,53.125,118
7,127.501,261.5625,32.8125,32.8125,51
1,127.690,154.6875,53.125,53.125,118
3,127.690,188.4375,53.125,53.125,118
7,127.690,247.5,25,25,73
0,127.879,154.6875,56.25,56.25,478
1,127.879,180,59.375,59.375,118
2,127.879,188.4375,56.25,56.25,478
3,127.879,213.75,59.375,59.375,118
7,127.879,255.9375,34.375,34.375,74
1,128.069,165.9375,59.375,59.375,118
3,128.069,199.6875,59.375,59.375,118
7,128.069,247.5,16.40625,16.40625,106
1,128.258,174.375,56.25,56.25,118
3,128.258,208.125,56.25,56.25,118
7,128.258,253.125,31.25,31.25,76
1,128.447,160.3125,59.375,59.375,118
3,128.447,194.0625,59.375,59.375,118
7,128.447,247.5,40.625,40.625,98
0,128.636,174.375,48.4375,48.4375,478
1,128.636,154.6875,48.4375,48.4375,118
2,128.636,208.125,48.4375,48.4375,478
3,128.636,188.4375,48.4375,48.4375,118
7,128.636,255.9375,50.78125,50.78125,62
1,128.825,160.3125,59.375,59.375,118
3,128.825,194.0625,59.375,59.375,118
7,128.825,247.5,31.25,31.25,66
1,129.015,165.9375,69.53125,69.53125,118
3,129.015,199.6875,69.53125,69.53125,118
7,129.015,261.5625,20.3125,20.3125,70
1,129.204,154.6875,69.53125,69.53125,118
3,129.204,188.4375,69.53125,69.53125,118
7,129.204,247.5,34.375,34.375,118
0,129.393,160.3125,48.4375,48.4375,478
2,129.393,194.0625,48.4375,48.4375,478
5,129.393,106.875,99.21875,99.21875,1918
7,129.393,267.1875,44.53125,44.53125,80
1,129.402,132.1875,59.375,59.375,118
3,129.402,165.9375,59.375,59.375,118
1,129.582,135,62.5,62.5,118
3,129.582,168.75,62.5,62.5,118
7,129.601,247.5,43.75,43.75,67
1,129.771,154.6875,56.25,56.25,118
3,129.771,188.4375,56.25,56.25,118
7,129.771,261.5625,40.625,40.625,56
1,129.960,165.9375,53.125,53.125,118
3,129.960,199.6875,53.125,53.125,118
7,129.960,247.5,31.25,31.25,74
0,130.150,165.9375,48.4375,48.4375,478
2,130.150,199.6875,48.4375,48.4375,478
7,130.150,255.9375,34.375,34.375,75
1,130.159,188.4375,69.53125,69.53125,118
3,130.159,222.1875,69.53125,69.53125,118
1,130.339,174.375,46.09375,46.09375,118
3,130.339,208.125,46.09375,46.09375,118
7,130.339,247.5,40.625,40.625,107
1,130.528,180,56.25,56.25,118
3,130.528,213.75,56.25,56.25,118
7,130.528,253.125,27.34375,27.34375,75
1,130.717,174.375,48.4375,48.4375,118
3,130.717,208.125,48.4375,48.4375,118
7,130.717,247.5,46.875,46.875,92
0,130.906,154.6875,36.71875,36.71875,478
1,130.906,165.9375,46.875,46.875,118
2,130.906,188.4375,36.71875,36.71875,478
3,130.906,199.6875,46.875,46.875,118
7,130.906,255.9375,43.75,43.75,76
1,131.095,160.3125,53.125,53.125,118
3,131.095,194.0625,53.125,53.125,118
7,131.095,247.5,37.5,37.5,70
1,131.285,165.9375,56.25,56.25,118
3,131.285,199.6875,56.25,56.25,118
7,131.285,261.5625,34.375,34.375,66
1,131.474,140.625,56.25,56.25,118
3,131.474,174.375,56.25,56.25,118
7,131.474,247.5,43.75,43.75,62
0,131.663,160.3125,34.375,34.375,478
1,131.663,154.6875,59.375,59.375,118
2,131.663,194.0625,34.375,34.375,478
3,131.663,188.4375,59.375,59.375,118
7,131.663,255.9375,34.375,34.375,36
1,131.852,174.375,50,50,118
3,131.852,208.125,50,50,118
7,131.852,247.5,40.625,40.625,53
7,132.041,261.5625,42.96875,42.96875,64
1,132.062,146.25,76.5625,76.5625,118
3,132.062,180,76.5625,76.5625,118
7,132.230,247.5,55.46875,55.46875,64
1,132.240,140.625,62.5,62.5,114
3,132.240,174.375,62.5,62.5,114
0,132.420,146.25,46.875,46.875,2864
1,132.420,101.25,44.53125,44.53125,118
2,132.420,180,46.875,46.875,2864
3,132.420,135,44.53125,44.53125,118
5,132.420,101.25,99.21875,99.21875,1438
7,132.420,267.1875,43.75,43.75,83
1,132.609,165.9375,56.25,56.25,118
3,132.609,199.6875,56.25,56.25,118
7,132.609,247.5,34.375,34.375,91
1,132.798,146.25,69.53125,69.53125,118
3,132.798,180,69.53125,69.53125,118
7,132.798,261.5625,32.8125,32.8125,51
1,132.987,180,50,50,118
3,132.987,213.75,50,50,118
7,132.987,247.5,25,25,73
1,133.176,165.9375,69.53125,69.53125,118
3,133.176,199.6875,69.53125,69.53125,118
7,133.176,255.9375,34.375,34.375,74
1,133.365,174.375,59.375,59.375,118
3,133.365,208.125,59.375,59.375,118
7,133.365,247.5,16.40625,16.40625,106
1,133.555,165.9375,40.625,40.625,118
3,133.555,199.6875,40.625,40.625,118
7,133.555,253.125,31.25,31.25,76
1,133.744,154.6875,72.65625,72.65625,118
3,133.744,188.4375,72.65625,72.65625,118
7,133.744,247.5,40.625,40.625,98
1,133.933,146.25,69.53125,69.53125,118
3,133.933,180,69.53125,69.53125,118
7,133.933,255.9375,50.78125,50.78125,62
1,134.122,160.3125,66.40625,66.40625,118
3,134.122,194.0625,66.40625,66.40625,118
7,134.122,247.5,31.25,31.25,66
1,134.311,165.9375,69.53125,69.53125,118
3,134.311,199.6875,69.53125,69.53125,118
7,134.311,261.5625,20.3125,20.3125,70
1,134.500,160.3125,72.65625,72.65625,118
3,134.500,194.0625,72.65625,72.65625,118
7,134.500,247.5,34.375,34.375,118
1,134.690,135,46.09375,46.09375,118
3,134.690,168.75,46.09375,46.09375,118
5,134.690,98.4375,96.09375,96.09375,1908
7,134.690,267.1875,44.53125,44.53125,80
1,134.879,168.75,59.375,59.375,118
3,134.879,202.5,59.375,59.375,118
7,134.898,247.5,43.75,43.75,67
1,135.068,154.6875,72.65625,72.65625,118
3,135.068,188.4375,72.65625,72.65625,118
7,135.068,261.5625,40.625,40.625,56
1,135.257,165.9375,53.125,53.125,118
3,135.257,199.6875,53.125,53.125,118
7,135.257,247.5,31.25,31.25,74
1,135.446,146.25,53.125,53.125,118
3,135.446,180,53.125,53.125,118
7,135.446,255.9375,34.375,34.375,75
1,135.635,174.375,62.5,62.5,118
3,135.635,208.125,62.5,62.5,118
7,135.635,247.5,40.625,40.625,107
1,135.825,180,79.6875,79.6875,118
3,135.825,213.75,79.6875,79.6875,118
7,135.825,253.125,27.34375,27.34375,75
1,136.014,154.6875,69.53125,69.53125,118
3,136.014,188.4375,69.53125,69.53125,118
7,136.014,247.5,46.875,46.875,92
1,136.203,165.9375,59.375,59.375,118
3,136.203,199.6875,59.375,59.375,118
7,136.203,255.9375,43.75,43.75,76
1,136.392,146.25,62.5,62.5,118
3,136.392,180,62.5,62.5,118
7,136.392,247.5,37.5,37.5,70
1,136.581,160.3125,59.375,59.375,118
3,136.581,194.0625,59.375,59.375,118
7,136.581,261.5625,34.375,34.375,66
1,136.771,165.9375,79.6875,79.6875,118
3,136.771,199.6875,79.6875,79.6875,118
7,136.771,247.5,43.75,43.75,62
1,136.960,135,99.21875,99.21875,118
3,136.960,168.75,99.21875,99.21875,118
7,136.960,255.9375,34.375,34.375,36
1,137.149,146.25,72.65625,72.65625,118
3,137.149,180,72.65625,72.65625,118
7,137.149,247.5,40.625,40.625,53
1,137.338,140.625,83.59375,83.59375,118
3,137.338,174.375,83.59375,83.59375,118
7,137.338,261.5625,42.96875,42.96875,64
7,137.527,247.5,55.46875,55.46875,64
1,137.538,120.9375,72.65625,72.65625,113
3,137.538,154.6875,72.65625,72.65625,113
2,137.716,180,59.375,59.375,478
4,137.716,213.75,59.375,59.375,478
5,137.716,112.5,99.21875,99.21875,1438
7,137.716,267.1875,43.75,43.75,83
1,137.727,101.25,79.6875,79.6875,118
3,137.727,135,79.6875,79.6875,118
6,137.727,101.25,79.6875,79.6875,118
1,137.906,135,59.375,59.375,118
3,137.906,168.75,59.375,59.375,118
6,137.906,135,59.375,59.375,118
7,137.906,247.5,34.375,34.375,91
1,138.095,146.25,66.40625,66.40625,118
3,138.095,180,66.40625,66.40625,118
6,138.095,146.25,66.40625,66.40625,118
7,138.095,261.5625,32.8125,32.8125,51
1,138.284,154.6875,69.53125,69.53125,118
3,138.284,188.4375,69.53125,69.53125,118
6,138.284,154.6875,69.53125,69.53125,118
7,138.284,247.5,25,25,73
1,138.473,165.9375,66.40625,66.40625,118
2,138.473,188.4375,56.25,56.25,478
3,138.473,199.6875,66.40625,66.40625,118
4,138.473,222.1875,56.25,56.25,478
6,138.473,165.9375,66.40625,66.40625,118
7,138.473,255.9375,34.375,34.375,74
1,138.662,180,66.40625,66.40625,118
3,138.662,213.75,66.40625,66.40625,118
6,138.662,180,66.40625,66.40625,118
7,138.662,247.5,16.40625,16.40625,106
1,138.851,174.375,59.375,59.375,118
3,138.851,208.125,59.375,59.375,118
6,138.851,174.375,59.375,59.375,118
7,138.851,253.125,31.25,31.25,76
1,139.041,188.4375,76.5625,76.5625,118
3,139.041,222.1875,76.5625,76.5625,118
6,139.041,188.4375,76.5625,76.5625,118
7,139.041,247.5,40.625,40.625,98
1,139.230,168.75,56.25,56.25,118
2,139.230,208.125,69.53125,69.53125,478
3,139.230,202.5,56.25,56.25,118
4,139.230,241.875,69.53125,69.53125,478
6,139.230,168.75,56.25,56.25,118
7,139.230,255.9375,50.78125,50.78125,62
1,139.419,174.375,59.375,59.375,118
3,139.419,208.125,59.375,59.375,118
6,139.419,174.375,59.375,59.375,118
7,139.419,247.5,31.25,31.25,66
1,139.608,180,56.25,56.25,118
3,139.608,213.75,56.25,56.25,118
6,139.608,180,56.25,56.25,118
7,139.608,261.5625,20.3125,20.3125,70
1,139.797,160.3125,69.53125,69.53125,118
3,139.797,194.0625,69.53125,69.53125,118
6,139.797,160.3125,69.53125,69.53125,118
7,139.797,247.5,34.375,34.375,118
1,139.986,165.9375,53.125,53.125,118
2,139.986,194.0625,72.65625,72.65625,478
3,139.986,199.6875,53.125,53.125,118
4,139.986,227.8125,72.65625,72.65625,478
5,139.986,106.875,99.21875,99.21875,1918
6,139.986,165.9375,53.125,53.125,118
7,139.986,267.1875,44.53125,44.53125,80
1,140.176,168.75,66.40625,66.40625,118
3,140.176,202.5,66.40625,66.40625,118
6,140.176,168.75,66.40625,66.40625,118
7,140.195,247.5,43.75,43.75,67
1,140.365,154.6875,72.65625,72.65625,118
3,140.365,188.4375,72.65625,72.65625,118
6,140.365,154.6875,72.65625,72.65625,118
7,140.365,261.5625,40.625,40.625,56
1,140.554,160.3125,76.5625,76.5625,118
3,140.554,194.0625,76.5625,76.5625,118
6,140.554,160.3125,76.5625,76.5625,118
7,140.554,247.5,31.25,31.25,74
1,140.743,146.25,69.53125,69.53125,118
2,140.743,199.6875,66.40625,66.40625,478
3,140.743,180,69.53125,69.53125,118
4,140.743,233.4375,66.40625,66.40625,478
6,140.743,146.25,69.53125,69.53125,118
7,140.743,255.9375,34.375,34.375,75
1,140.932,154.6875,76.5625,76.5625,118
3,140.932,188.4375,76.5625,76.5625,118
6,140.932,154.6875,76.5625,76.5625,118
7,140.932,247.5,40.625,40.625,107
1,141.121,135,59.375,59.375,118
3,141.121,168.75,59.375,59.375,118
6,141.121,135,59.375,59.375,118
7,141.121,253.125,27.34375,27.34375,75
1,141.311,146.25,69.53125,69.53125,118
3,141.311,180,69.53125,69.53125,118
6,141.311,146.25,69.53125,69.53125,118
7,141.311,247.5,46.875,46.875,92
1,141.500,143.4375,72.65625,72.65625,118
2,141.500,185.625,53.125,53.125,478
3,141.500,177.1875,72.65625,72.65625,118
4,141.500,219.375,53.125,53.125,478
6,141.500,143.4375,72.65625,72.65625,118
7,141.500,255.9375,43.75,43.75,76
1,141.689,146.25,72.65625,72.65625,118
3,141.689,180,72.65625,72.65625,118
6,141.689,146.25,72.65625,72.65625,118
7,141.689,247.5,37.5,37.5,70
7,141.878,261.5625,34.375,34.375,66
1,141.889,137.8125,72.65625,72.65625,118
3,141.889,171.5625,72.65625,72.65625,118
6,141.889,137.8125,72.65625,72.65625,118
1,142.067,140.625,92.96875,92.96875,118
3,142.067,174.375,92.96875,92.96875,118
6,142.067,140.625,92.96875,92.96875,118
7,142.067,247.5,43.75,43.75,62
2,142.256,188.4375,56.25,56.25,478
4,142.256,222.1875,56.25,56.25,478
7,142.256,255.9375,34.375,34.375,36
1,142.268,135,72.65625,72.65625,118
3,142.268,168.75,72.65625,72.65625,118
6,142.268,135,72.65625,72.65625,118
7,142.446,247.5,40.625,40.625,53
1,142.457,140.625,72.65625,72.65625,118
3,142.457,174.375,72.65625,72.65625,118
6,142.457,140.625,72.65625,72.65625,118
7,142.635,261.5625,42.96875,42.96875,64
1,142.646,146.25,72.65625,72.65625,118
3,142.646,180,72.65625,72.65625,118
6,142.646,146.25,72.65625,72.65625,118
7,142.824,247.5,55.46875,55.46875,64
1,142.835,154.6875,69.53125,69.53125,113
3,142.835,188.4375,69.53125,69.53125,113
6,142.835,154.6875,69.53125,69.53125,113
1,143.013,98.4375,83.59375,83.59375,118
2,143.013,185.625,50,50,1438
3,143.013,132.1875,83.59375,83.59375,118
4,143.013,219.375,50,50,1438
6,143.013,98.4375,83.59375,83.59375,118
7,143.013,267.1875,43.75,43.75,83
5,143.024,98.4375,99.21875,99.21875,1433
1,143.202,106.875,53.125,53.125,118
3,143.202,140.625,53.125,53.125,118
6,143.202,106.875,53.125,53.125,118
7,143.202,247.5,34.375,34.375,91
1,143.392,132.1875,53.125,53.125,118
3,143.392,165.9375,53.125,53.125,118
6,143.392,132.1875,53.125,53.125,118
7,143.392,261.5625,32.8125,32.8125,51
1,143.581,120.9375,56.25,56.25,118
3,143.581,154.6875,56.25,56.25,118
6,143.581,120.9375,56.25,56.25,118
7,143.581,247.5,25,25,73
1,143.770,109.6875,69.53125,69.53125,118
3,143.770,143.4375,69.53125,69.53125,118
6,143.770,109.6875,69.53125,69.53125,118
7,143.770,255.9375,34.375,34.375,74
7,143.959,247.5,16.40625,16.40625,106
1,143.968,126.5625,48.4375,48.4375,118
3,143.968,160.3125,48.4375,48.4375,118
6,143.968,126.5625,48.4375,48.4375,118
1,144.148,146.25,48.4375,48.4375,118
3,144.148,180,48.4375,48.4375,118
6,144.148,146.25,48.4375,48.4375,118
7,144.148,253.125,31.25,31.25,76
1,144.337,129.375,76.5625,76.5625,118
3,144.337,163.125,76.5625,76.5625,118
6,144.337,129.375,76.5625,76.5625,118
7,144.337,247.5,40.625,40.625,98
7,144.527,255.9375,50.78125,50.78125,62
1,144.538,154.6875,72.65625,72.65625,118
3,144.538,188.4375,72.65625,72.65625,118
6,144.538,154.6875,72.65625,72.65625,118
1,144.716,140.625,50,50,118
3,144.716,174.375,50,50,118
6,144.716,140.625,50,50,118
7,144.716,247.5,31.25,31.25,66
1,144.905,151.875,59.375,59.375,118
3,144.905,185.625,59.375,59.375,118
6,144.905,151.875,59.375,59.375,118
7,144.905,261.5625,20.3125,20.3125,70
1,145.094,160.3125,48.4375,48.4375,118
3,145.094,194.0625,48.4375,48.4375,118
6,145.094,160.3125,48.4375,48.4375,118
7,145.094,247.5,34.375,34.375,118
2,145.283,165.9375,55.46875,55.46875,1920
4,145.283,199.6875,56.25,56.25,1908
5,145.283,64.6875,92.96875,92.96875,1918
7,145.283,267.1875,44.53125,44.53125,80
1,145.293,98.4375,59.375,59.375,118
3,145.293,132.1875,59.375,59.375,118
6,145.293,98.4375,59.375,59.375,118
1,145.472,109.6875,79.6875,79.6875,118
3,145.472,143.4375,79.6875,79.6875,118
6,145.472,109.6875,79.6875,79.6875,118
7,145.491,247.5,43.75,43.75,67
1,145.660,151.875,53.125,53.125,118
3,145.660,185.625,53.125,53.125,118
6,145.660,151.875,53.125,53.125,118
7,145.662,261.5625,40.625,40.625,56
1,145.851,154.6875,59.375,59.375,118
3,145.851,188.4375,59.375,59.375,118
6,145.851,154.6875,59.375,59.375,118
7,145.851,247.5,31.25,31.25,74
1,146.040,160.3125,62.5,62.5,118
3,146.040,194.0625,62.5,62.5,118
6,146.040,160.3125,62.5,62.5,118
7,146.040,255.9375,34.375,34.375,75
1,146.229,165.9375,56.25,56.25,118
3,146.229,199.6875,56.25,56.25,118
6,146.229,165.9375,56.25,56.25,118
7,146.229,247.5,40.625,40.625,107
1,146.418,180,46.09375,46.09375,118
3,146.418,213.75,46.09375,46.09375,118
6,146.418,180,46.09375,46.09375,118
7,146.418,253.125,27.34375,27.34375,75
1,146.607,168.75,88.28125,88.28125,118
3,146.607,202.5,88.28125,88.28125,118
6,146.607,168.75,88.28125,88.28125,118
7,146.607,247.5,46.875,46.875,92
7,146.797,255.9375,43.75,43.75,76
1,146.817,165.9375,59.375,59.375,118
3,146.817,199.6875,59.375,59.375,118
6,146.817,165.9375,59.375,59.375,118
1,146.986,151.875,26.5625,26.5625,118
3,146.986,185.625,26.5625,26.5625,118
6,146.986,151.875,26.5625,26.5625,118
7,146.986,247.5,37.5,37.5,70
1,147.175,154.6875,46.875,46.875,118
3,147.175,188.4375,46.875,46.875,118
6,147.175,154.6875,46.875,46.875,118
7,147.175,261.5625,34.375,34.375,66
1,147.364,160.3125,59.375,59.375,118
3,147.364,194.0625,59.375,59.375,118
6,147.364,160.3125,59.375,59.375,118
7,147.364,247.5,43.75,43.75,62
1,147.553,154.6875,50,50,118
3,147.553,188.4375,50,50,118
6,147.553,154.6875,50,50,118
7,147.553,255.9375,34.375,34.375,36
1,147.742,118.125,66.40625,66.40625,118
3,147.742,151.875,66.40625,66.40625,118
6,147.742,118.125,66.40625,66.40625,118
7,147.742,247.5,40.625,40.625,53
1,147.932,174.375,66.40625,66.40625,118
3,147.932,208.125,66.40625,66.40625,118
6,147.932,174.375,66.40625,66.40625,118
7,147.932,261.5625,42.96875,42.96875,64
1,148.121,180,69.53125,69.53125,118
3,148.121,213.75,69.53125,69.53125,118
6,148.121,180,69.53125,69.53125,118
7,148.121,247.5,55.46875,55.46875,64
0,148.310,146.25,57.03125,57.03125,478
1,148.310,112.5,69.53125,69.53125,118
2,148.310,180,69.53125,69.53125,478
3,148.310,146.25,69.53125,69.53125,118
5,148.310,112.5,99.21875,99.21875,1438
7,148.310,267.1875,43.75,43.75,83
1,148.499,132.1875,59.375,59.375,118
3,148.499,165.9375,59.375,59.375,118
7,148.499,247.5,34.375,34.375,91
1,148.688,146.25,53.125,53.125,118
3,148.688,180,53.125,53.125,118
7,148.688,261.5625,32.8125,32.8125,51
1,148.877,154.6875,53.125,53.125,118
3,148.877,188.4375,53.125,53.125,118
7,148.877,247.5,25,25,73
0,149.067,165.9375,57.03125,57.03125,478
1,149.067,180,59.375,59.375,118
2,149.067,199.6875,69.53125,69.53125,478
3,149.067,213.75,59.375,59.375,118
7,149.067,255.9375,34.375,34.375,74
1,149.256,165.9375,59.375,59.375,118
3,149.256,199.6875,59.375,59.375,118
7,149.256,247.5,16.40625,16.40625,106
1,149.445,174.375,56.25,56.25,118
3,149.445,208.125,56.25,56.25,118
7,149.445,253.125,31.25,31.25,76
1,149.634,160.3125,59.375,59.375,118
3,149.634,194.0625,59.375,59.375,118
7,149.634,247.5,40.625,40.625,98
0,149.823,188.4375,57.03125,57.03125,478
1,149.823,154.6875,48.4375,48.4375,118
2,149.823,222.1875,69.53125,69.53125,478
3,149.823,188.4375,48.4375,48.4375,118
7,149.823,255.9375,50.78125,50.78125,62
1,150.012,160.3125,59.375,59.375,118
3,150.012,194.0625,59.375,59.375,118
7,150.012,247.5,31.25,31.25,66
1,150.202,165.9375,69.53125,69.53125,118
3,150.202,199.6875,69.53125,69.53125,118
7,150.202,261.5625,20.3125,20.3125,70
1,150.391,154.6875,69.53125,69.53125,118
3,150.391,188.4375,69.53125,69.53125,118
7,150.391,247.5,34.375,34.375,118
0,150.580,185.625,57.03125,57.03125,478
1,150.580,126.5625,59.375,59.375,118
2,150.580,219.375,69.53125,69.53125,478
3,150.580,160.3125,59.375,59.375,118
5,150.580,106.875,99.21875,99.21875,1918
7,150.580,267.1875,44.53125,44.53125,80
1,150.769,140.625,62.5,62.5,118
3,150.769,174.375,62.5,62.5,118
7,150.788,247.5,43.75,43.75,67
1,150.958,154.6875,56.25,56.25,118
3,150.958,188.4375,56.25,56.25,118
7,150.958,261.5625,40.625,40.625,56
1,151.148,165.9375,53.125,53.125,118
3,151.148,199.6875,53.125,53.125,118
7,151.148,247.5,31.25,31.25,74
0,151.337,188.4375,57.03125,57.03125,478
1,151.337,188.4375,69.53125,69.53125,118
2,151.337,222.1875,69.53125,69.53125,478
3,151.337,222.1875,69.53125,69.53125,118
7,151.337,255.9375,34.375,34.375,75
1,151.526,174.375,46.09375,46.09375,118
3,151.526,208.125,46.09375,46.09375,118
7,151.526,247.5,40.625,40.625,107
1,151.715,180,56.25,56.25,118
3,151.715,213.75,56.25,56.25,118
7,151.715,253.125,27.34375,27.34375,75
1,151.904,174.375,48.4375,48.4375,118
3,151.904,208.125,48.4375,48.4375,118
7,151.904,247.5,46.875,46.875,92
0,152.093,199.6875,53.90625,53.90625,478
1,152.093,165.9375,46.875,46.875,118
2,152.093,233.4375,66.40625,66.40625,478
3,152.093,199.6875,46.875,46.875,118
7,152.093,255.9375,43.75,43.75,76
1,152.283,160.3125,53.125,53.125,118
3,152.283,194.0625,53.125,53.125,118
7,152.283,247.5,37.5,37.5,70
1,152.472,165.9375,56.25,56.25,118
3,152.472,199.6875,56.25,56.25,118
7,152.472,261.5625,34.375,34.375,66
1,152.661,140.625,56.25,56.25,118
3,152.661,174.375,56.25,56.25,118
7,152.661,247.5,43.75,43.75,62
0,152.850,222.1875,50,50,478
1,152.850,154.6875,59.375,59.375,118
2,152.850,255.9375,62.5,62.5,478
3,152.850,188.4375,59.375,59.375,118
7,152.850,255.9375,34.375,34.375,36
1,153.039,174.375,50,50,118
3,153.039,208.125,50,50,118
7,153.039,247.5,40.625,40.625,53
7,153.228,261.5625,42.96875,42.96875,64
1,153.249,146.25,76.5625,76.5625,118
3,153.249,180,76.5625,76.5625,118
7,153.418,247.5,55.46875,55.46875,64
1,153.427,140.625,62.5,62.5,114
3,153.427,174.375,62.5,62.5,114
0,153.607,219.375,47.65625,47.65625,1438
1,153.607,101.25,44.53125,44.53125,118
2,153.607,253.125,69.53125,69.53125,1438
3,153.607,135,44.53125,44.53125,118
5,153.607,101.25,99.21875,99.21875,1438
7,153.607,267.1875,43.75,43.75,83
1,153.796,165.9375,56.25,56.25,118
3,153.796,199.6875,56.25,56.25,118
7,153.796,247.5,34.375,34.375,91
1,153.985,146.25,69.53125,69.53125,118
3,153.985,180,69.53125,69.53125,118
7,153.985,261.5625,32.8125,32.8125,51
1,154.174,180,50,50,118
3,154.174,213.75,50,50,118
7,154.174,247.5,25,25,73
1,154.363,165.9375,69.53125,69.53125,118
3,154.363,199.6875,69.53125,69.53125,118
7,154.363,255.9375,34.375,34.375,74
1,154.553,174.375,59.375,59.375,118
3,154.553,208.125,59.375,59.375,118
7,154.553,247.5,16.40625,16.40625,106
1,154.742,165.9375,40.625,40.625,118
3,154.742,199.6875,40.625,40.625,118
7,154.742,253.125,31.25,31.25,76
1,154.931,154.6875,72.65625,72.65625,118
3,154.931,188.4375,72.65625,72.65625,118
7,154.931,247.5,40.625,40.625,98
1,155.120,146.25,69.53125,69.53125,118
3,155.120,180,69.53125,69.53125,118
7,155.120,255.9375,50.78125,50.78125,62
1,155.309,160.3125,66.40625,66.40625,118
3,155.309,194.0625,66.40625,66.40625,118
7,155.309,247.5,31.25,31.25,66
1,155.498,165.9375,69.53125,69.53125,118
3,155.498,199.6875,69.53125,69.53125,118
7,155.498,261.5625,20.3125,20.3125,70
1,155.688,160.3125,72.65625,72.65625,118
3,155.688,194.0625,72.65625,72.65625,118
7,155.688,247.5,34.375,34.375,118
0,155.877,199.6875,44.53125,44.53125,1918
1,155.877,135,46.09375,46.09375,118
2,155.877,233.4375,63.28125,63.28125,1918
3,155.877,168.75,46.09375,46.09375,118
5,155.877,98.4375,88.28125,88.28125,1918
7,155.877,267.1875,44.53125,44.53125,80
1,156.066,168.75,59.375,59.375,118
3,156.066,202.5,59.375,59.375,118
7,156.085,247.5,43.75,43.75,67
1,156.255,154.6875,72.65625,72.65625,118
3,156.255,188.4375,72.65625,72.65625,118
7,156.255,261.5625,40.625,40.625,56
1,156.444,165.9375,53.125,53.125,118
3,156.444,199.6875,53.125,53.125,118
7,156.444,247.5,31.25,31.25,74
1,156.633,146.25,53.125,53.125,118
3,156.633,180,53.125,53.125,118
7,156.633,255.9375,34.375,34.375,75
1,156.823,174.375,62.5,62.5,118
3,156.823,208.125,62.5,62.5,118
7,156.823,247.5,40.625,40.625,107
1,157.012,180,79.6875,79.6875,118
3,157.012,213.75,79.6875,79.6875,118
7,157.012,253.125,27.34375,27.34375,75
1,157.201,154.6875,69.53125,69.53125,118
3,157.201,188.4375,69.53125,69.53125,118
7,157.201,247.5,46.875,46.875,92
1,157.390,165.9375,59.375,59.375,118
3,157.390,199.6875,59.375,59.375,118
7,157.390,255.9375,43.75,43.75,76
1,157.579,146.25,62.5,62.5,118
