"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"#800000FF","#767676FF","#FFA319FF","#8A9045FF","#155F83FF","#C16622FF","#8F3931FF","#58593FFF","#350E20FF","#800000FF","#767676FF","#FFA319FF"
"#800000FF","#D6D6CEFF","#FFB547FF","#ADB17DFF","#5B8FA8FF","#D49464FF","#B1746FFF","#8A8B79FF","#725663FF","#800000FF","#D6D6CEFF","#FFB547FF"
"#800000FF","#767676FF","#CC8214FF","#616530FF","#0F425CFF","#9A5324FF","#642822FF","#3E3E23FF","#350E20FF","#800000FF","#767676FF","#CC8214FF"
"#171717FF","#7D0226FF","#300049FF","#165459FF","#3F2327FF","#0B1948FF","#E71012FF","#555555FF","#193006FF","#A8450CFF","#171717FF","#7D0226FF"
"#2E2A2BFF","#CF4E9CFF","#8C57A2FF","#358DB9FF","#82581FFF","#2F509EFF","#E5614CFF","#97A1A7FF","#3DA873FF","#DC9445FF","#2E2A2BFF","#CF4E9CFF"
"#5ABCEBFF","#050708FF","#D33C32FF","#CBCACBFF","#ABCD72FF","#E7C9C6FF","#5ABCEBFF","#050708FF","#D33C32FF","#CBCACBFF","#ABCD72FF","#E7C9C6FF"
"#FED439FF","#709AE1FF","#8A9197FF","#D2AF81FF","#FD7446FF","#D5E4A2FF","#197EC0FF","#F05C3BFF","#46732EFF","#71D0F5FF","#370335FF","#075149FF"
"#FF6F00FF","#C71000FF","#008EA0FF","#8A4198FF","#5A9599FF","#FF6348FF","#84D7E1FF","#FF95A8FF","#3D3B25FF","#ADE2D0FF","#1A5354FF","#3F4041FF"
"#FAFD7CFF","#82491EFF","#24325FFF","#B7E4F9FF","#FB6467FF","#526E2DFF","#E762D7FF","#E89242FF","#FAE48BFF","#A6EEE6FF","#917C5DFF","#69C8ECFF"
"#CC0C00FF","#5C88DAFF","#84BD00FF","#FFCD00FF","#7C878EFF","#00B5E2FF","#00AF66FF","#CC0C00FF","#5C88DAFF","#84BD00FF","#FFCD00FF","#7C878EFF"
"#FF410DFF","#6EE2FFFF","#F7C530FF","#95CC5EFF","#D0DFE6FF","#F79D1EFF","#748AA6FF","#FF410DFF","#6EE2FFFF","#F7C530FF","#95CC5EFF","#D0DFE6FF"
"#4500ADFF","#2700D1FF","#6B58EFFF","#8888FFFF","#C7C1FFFF","#D5D5FFFF","#FFC0E5FF","#FF8989FF","#FF7080FF","#FF5A5AFF","#EF4040FF","#D60C00FF"
"#FFEBEEFF","#FFCDD2FF","#EF9A9AFF","#E57373FF","#EF5350FF","#F44336FF","#E53935FF","#D32F2FFF","#C62828FF","#B71C1CFF","#FFEBEEFF","#FFCDD2FF"
"#FCE4ECFF","#F8BBD0FF","#F48FB1FF","#F06292FF","#EC407AFF","#E91E63FF","#D81B60FF","#C2185BFF","#AD1457FF","#880E4FFF","#FCE4ECFF","#F8BBD0FF"
"#F3E5F5FF","#E1BEE7FF","#CE93D8FF","#BA68C8FF","#AB47BCFF","#9C27B0FF","#8E24AAFF","#7B1FA2FF","#6A1B9AFF","#4A148CFF","#F3E5F5FF","#E1BEE7FF"
"#EDE7F6FF","#D1C4E9FF","#B39DDBFF","#9575CDFF","#7E57C2FF","#673AB7FF","#5E35B1FF","#512DA8FF","#4527A0FF","#311B92FF","#EDE7F6FF","#D1C4E9FF"
"#E8EAF6FF","#C5CAE9FF","#9FA8DAFF","#7986CBFF","#5C6BC0FF","#3F51B5FF","#3949ABFF","#303F9FFF","#283593FF","#1A237EFF","#E8EAF6FF","#C5CAE9FF"
"#E3F2FDFF","#BBDEFBFF","#90CAF9FF","#64B5F6FF","#42A5F5FF","#2196F3FF","#1E88E5FF","#1976D2FF","#1565C0FF","#0D47A1FF","#E3F2FDFF","#BBDEFBFF"
"#E1F5FEFF","#B3E5FCFF","#81D4FAFF","#4FC3F7FF","#29B6F6FF","#03A9F4FF","#039BE5FF","#0288D1FF","#0277BDFF","#01579BFF","#E1F5FEFF","#B3E5FCFF"
"#E0F7FAFF","#B2EBF2FF","#80DEEAFF","#4DD0E1FF","#26C6DAFF","#00BCD4FF","#00ACC1FF","#0097A7FF","#00838FFF","#006064FF","#E0F7FAFF","#B2EBF2FF"
"#E0F2F1FF","#B2DFDBFF","#80CBC4FF","#4DB6ACFF","#26A69AFF","#009688FF","#00897BFF","#00796BFF","#00695CFF","#004D40FF","#E0F2F1FF","#B2DFDBFF"
"#E8F5E9FF","#C8E6C9FF","#A5D6A7FF","#81C784FF","#66BB6AFF","#4CAF50FF","#43A047FF","#388E3CFF","#2E7D32FF","#1B5E20FF","#E8F5E9FF","#C8E6C9FF"
"#F1F8E9FF","#DCEDC8FF","#C5E1A5FF","#AED581FF","#9CCC65FF","#8BC34AFF","#7CB342FF","#689F38FF","#558B2FFF","#33691EFF","#F1F8E9FF","#DCEDC8FF"
"#F9FBE7FF","#F0F4C3FF","#E6EE9CFF","#DCE775FF","#D4E157FF","#CDDC39FF","#C0CA33FF","#AFB42BFF","#9E9D24FF","#827717FF","#F9FBE7FF","#F0F4C3FF"
"#FFFDE7FF","#FFF9C4FF","#FFF59DFF","#FFF176FF","#FFEE58FF","#FFEB3BFF","#FDD835FF","#FBC02DFF","#F9A825FF","#F57F17FF","#FFFDE7FF","#FFF9C4FF"
"#FFF8E1FF","#FFECB3FF","#FFE082FF","#FFD54FFF","#FFCA28FF","#FFC107FF","#FFB300FF","#FFA000FF","#FF8F00FF","#FF6F00FF","#FFF8E1FF","#FFECB3FF"
"#FFF3E0FF","#FFE0B2FF","#FFCC80FF","#FFB74DFF","#FFA726FF","#FF9800FF","#FB8C00FF","#F57C00FF","#EF6C00FF","#E65100FF","#FFF3E0FF","#FFE0B2FF"
"#FBE9E7FF","#FFCCBCFF","#FFAB91FF","#FF8A65FF","#FF7043FF","#FF5722FF","#F4511EFF","#E64A19FF","#D84315FF","#BF360CFF","#FBE9E7FF","#FFCCBCFF"
"#EFEBE9FF","#D7CCC8FF","#BCAAA4FF","#A1887FFF","#8D6E63FF","#795548FF","#6D4C41FF","#5D4037FF","#4E342EFF","#3E2723FF","#EFEBE9FF","#D7CCC8FF"
"#FAFAFAFF","#F5F5F5FF","#EEEEEEFF","#E0E0E0FF","#BDBDBDFF","#9E9E9EFF","#757575FF","#616161FF","#424242FF","#212121FF","#FAFAFAFF","#F5F5F5FF"
"#ECEFF1FF","#CFD8DCFF","#B0BEC5FF","#90A4AEFF","#78909CFF","#607D8BFF","#546E7AFF","#455A64FF","#37474FFF","#263238FF","#ECEFF1FF","#CFD8DCFF"
"#FFFEEAFF","#F8EED1FF","#EFE1C6FF","#A89985FF","#6B452BFF","#3A3E3FFF","#2B323FFF","#FFFEEAFF","#F8EED1FF","#EFE1C6FF","#A89985FF","#6B452BFF"
"#C03728FF","#919C4CFF","#FD8F24FF","#F5C04AFF","#E68C7CFF","#828585FF","#C3C377FF","#4F5157FF","#6F5438FF","#C03728FF","#919C4CFF","#FD8F24FF"
"#A00000FF","#FF0000FF","#CE0665FF","#FF8080FF","#9F044DFF","#F94040FF","#FF6000FF","#CE0665FF","#C06000FF","#A00000FF","#FF0000FF","#CE0665FF"
"#94641FFF","#C5944EFF","#D79A40FF","#C0B57BFF","#804040FF","#BB5E00FF","#CD751DFF","#910000FF","#A25100FF","#94641FFF","#C5944EFF","#D79A40FF"
"#000000FF","#A0A0A4FF","#808080FF","#D4D4D4FF","#606060FF","#A0A0A4FF","#606060FF","#E8E8E8FF","#A0A0A4FF","#000000FF","#A0A0A4FF","#808080FF"
"#FFFFFFFF","#366699FF","#FFFFFFFF","#366699FF","#366699FF","#366699FF","#000000FF","#000000FF","#003366FF","#FFFFFFFF","#366699FF","#FFFFFFFF"
"#FFFFFFFF","#C8DEF9FF","#FFFFFFFF","#FFFFFFFF","#99CCFFFF","#FFFFFFFF","#FFFFFFFF","#366699FF","#FFFFFFFF","#FFFFFFFF","#C8DEF9FF","#FFFFFFFF"
"#FFFFFFFF","#FFFFFFFF","#FFFFFFFF","#366699FF","#366699FF","#366699FF","#000000FF","#000000FF","#003366FF","#FFFFFFFF","#FFFFFFFF","#FFFFFFFF"
"#F71480FF","#FF8000FF","#808000FF","#008000FF","#0000FFFF","#76069AFF","#F71480FF","#FF8000FF","#808000FF","#F71480FF","#FF8000FF","#808000FF"
"#FF8080FF","#FFA040FF","#C0C000FF","#00C000FF","#55A0FBFF","#AD07E3FF","#FF8080FF","#FFA040FF","#C0C000FF","#FF8080FF","#FFA040FF","#C0C000FF"
"#000000FF","#FF0066FF","#107F80FF","#40007FFF","#AA66FFFF","#66CCFEFF","#000000FF","#FF0066FF","#107F80FF","#40007FFF","#AA66FFFF","#66CCFEFF"
"#0000FFFF","#FF0000FF","#00C000FF","#AD07E3FF","#FF8000FF","#000000FF","#94641FFF","#000080FF","#610051FF","#A00000FF","#056943FF","#F2B77CFF"
"#C8DEF9FF","#90BFF9FF","#FFFFFFFF","#D4D4D4FF","#FFFFFFFF","#90BFF9FF","#0000FFFF","#C8DEF9FF","#FFFFFFFF","#C8DEF9FF","#90BFF9FF","#FFFFFFFF"
"#383E22FF","#4C4927FF","#705B46FF","#463124FF","#242620FF","#4E5B2DFF","#6F6338FF","#713C34FF","#534943FF","#33362EFF","#383E22FF","#4C4927FF"
"#005A00FF","#099963FF","#00C000FF","#008000FF","#05BE78FF","#099963FF","#ADDEADFF","#0F99B2FF","#0A9444FF","#005A00FF","#099963FF","#00C000FF"
"#336666FF","#20B2AAFF","#99CCCCFF","#20B2AAFF","#000000FF","#20B2AAFF","#336666FF","#000000FF","#336666FF","#336666FF","#20B2AAFF","#99CCCCFF"
"#9DF8FFFF","#20B2AAFF","#99CCCCFF","#9DF8FFFF","#336666FF","#20B2AAFF","#99CCCCFF","#000000FF","#336666FF","#9DF8FFFF","#20B2AAFF","#99CCCCFF"
"#336666FF","#20B2AAFF","#99CCCCFF","#20B2AAFF","#336666FF","#20B2AAFF","#336666FF","#000000FF","#336666FF","#336666FF","#20B2AAFF","#99CCCCFF"
"#FFCC00FF","#FF9900FF","#CD3807FF","#FFAD21FF","#FFAD21FF","#F40000FF","#FF9900FF","#FFCC00FF","#FFCC00FF","#FFCC00FF","#FF9900FF","#CD3807FF"
"#FFCC00FF","#FF9900FF","#CD3807FF","#FFAD21FF","#FFFF33FF","#F40000FF","#FF9900FF","#FFCC00FF","#FFFF33FF","#FFCC00FF","#FF9900FF","#CD3807FF"
"#285291FF","#4F2B8EFF","#91188EFF","#539027FF","#0D405BFF","#34274DFF","#91181DFF","#2C3324FF","#022240FF","#21063FFF","#3D0620FF","#022013FF"
"#7CA0D4FF","#A48AD3FF","#E995EBFF","#BADE86FF","#2B8AAEFF","#624894FF","#DE757BFF","#8BA56FFF","#073F80FF","#40007FFF","#80003FFF","#0A522AFF"
"#512305FF","#73130FFF","#AF4B1BFF","#181818FF","#435D14FF","#993D38FF","#845852FF","#E98440FF","#5A5448FF","#818C5AFF","#512305FF","#73130FFF"
"#000004FF","#420A68FF","#932667FF","#DD513AFF","#FCA50AFF","#FCFFA4FF","#000004FF","#420A68FF","#932667FF","#DD513AFF","#FCA50AFF","#FCFFA4FF"
"#000004FF","#3B0F70FF","#8C2981FF","#DE4968FF","#FE9F6DFF","#FCFDBFFF","#000004FF","#3B0F70FF","#8C2981FF","#DE4968FF","#FE9F6DFF","#FCFDBFFF"
"#C0B57BFF","#808000FF","#C0C000FF","#8C7D37FF","#918751FF","#808000FF","#C0B57BFF","#808000FF","#C0C000FF","#C0B57BFF","#808000FF","#C0C000FF"
"#C0B57BFF","#8C7D37FF","#C0C000FF","#C5944EFF","#918751FF","#FFC080FF","#C0B57BFF","#8C7D37FF","#C0C000FF","#C0B57BFF","#8C7D37FF","#C0C000FF"
"#6E1F00FF","#58092CFF","#254100FF","#064233FF","#263D5DFF","#BD6345FF","#9D3A5EFF","#5D7A2BFF","#2C8169FF","#4269A0FF","#6E1F00FF","#58092CFF"
"#FFFF00FF","#00FF00FF","#F74ED6FF","#FFFF00FF","#00FF00FF","#0000FFFF","#FFFF00FF","#0000FFFF","#F74ED6FF","#FFFF00FF","#00FF00FF","#F74ED6FF"
"#808000FF","#FFFFCCFF","#3F71A3FF","#808000FF","#666699FF","#666699FF","#FFFFCCFF","#808000FF","#FFFFCCFF","#808000FF","#FFFFCCFF","#3F71A3FF"
"#F0E68CFF","#FFFFCCFF","#6699CCFF","#CCCC00FF","#C0C0C0FF","#666699FF","#FFFFCCFF","#CCCC99FF","#FFFFCCFF","#F0E68CFF","#FFFFCCFF","#6699CCFF"
"#808000FF","#FFFFCCFF","#3F71A3FF","#808000FF","#666699FF","#666699FF","#FFFFCCFF","#808000FF","#FFFFFFFF","#808000FF","#FFFFCCFF","#3F71A3FF"
"#000080FF","#800040FF","#4C4C4CFF","#008080FF","#004080FF","#800080FF","#008040FF","#0000FFFF","#5757F9FF","#000080FF","#800040FF","#4C4C4CFF"
"#CCCCFFFF","#99CCFFFF","#6699CCFF","#666699FF","#9370DBFF","#6699CCFF","#666699FF","#996699FF","#CC6699FF","#CCCCFFFF","#99CCFFFF","#6699CCFF"
"#000000FF","#4D402FFF","#22456FFF","#B63530FF","#85827AFF","#705443FF","#000000FF","#4D402FFF","#22456FFF","#B63530FF","#85827AFF","#705443FF"
"#000000FF","#E8A761FF","#9BB3D2FF","#E5938AFF","#BDC1C4FF","#F2CEC0FF","#000000FF","#E8A761FF","#9BB3D2FF","#E5938AFF","#BDC1C4FF","#F2CEC0FF"
"#0D0887FF","#6A00A8FF","#B12A90FF","#E16462FF","#FCA636FF","#F0F921FF","#0D0887FF","#6A00A8FF","#B12A90FF","#E16462FF","#FCA636FF","#F0F921FF"
"#A48AD3FF","#1CC5FEFF","#6FC7CFFF","#FBA27DFF","#FB7D80FF","#2C1453FF","#114CE8FF","#0E6F7CFF","#FB4F06FF","#FB0005FF","#A48AD3FF","#1CC5FEFF"
"#2C1453FF","#114CE8FF","#0E6F7CFF","#FB4F06FF","#FB0005FF","#A48AD3FF","#1CC5FEFF","#6FC7CFFF","#FBA27DFF","#FB7D80FF","#2C1453FF","#114CE8FF"
"#2C1453FF","#114CE8FF","#0E6F7CFF","#FB4F06FF","#FB0005FF","#A48AD3FF","#1CC5FEFF","#6FC7CFFF","#FBA27DFF","#FB7D80FF","#2C1453FF","#114CE8FF"
"#A48AD3FF","#1CC5FEFF","#6FC7CFFF","#FBA27DFF","#FB7D80FF","#2C1453FF","#114CE8FF","#0E6F7CFF","#FB4F06FF","#FB0005FF","#A48AD3FF","#1CC5FEFF"
"#76069AFF","#AD07E3FF","#F74ED6FF","#B856D7FF","#DE8BF9FF","#F71480FF","#F7ABE8FF","#B07FC0FF","#D614AFFF","#76069AFF","#AD07E3FF","#F74ED6FF"
"#006666FF","#999966FF","#999966FF","#336666FF","#6C6935FF","#CCCC99FF","#999966FF","#999966FF","#336666FF","#006666FF","#999966FF","#999966FF"
"#006666FF","#CCCC99FF","#999966FF","#99CCCCFF","#6C6935FF","#CCCC99FF","#999966FF","#F0E68CFF","#336666FF","#006666FF","#CCCC99FF","#999966FF"
"#000000FF","#A0A0A4FF","#808080FF","#A0A0A4FF","#606060FF","#A0A0A4FF","#606060FF","#A0A0A4FF","#A0A0A4FF","#000000FF","#A0A0A4FF","#808080FF"
"#1E90FFFF","#3F71A3FF","#FFA040FF","#FF8000FF","#279D00FF","#008000FF","#CC6699FF","#CC6699FF","#6699CCFF","#1E90FFFF","#3F71A3FF","#FFA040FF"
"#1E90FFFF","#FFFFFFFF","#FFFF00FF","#FFCC00FF","#90EE90FF","#33CC00FF","#CC6699FF","#FF99FFFF","#9DF8FFFF","#1E90FFFF","#FFFFFFFF","#FFFF00FF"
"#FF0000FF","#FFFF00FF","#00FF00FF","#55A0FBFF","#B856D7FF","#F74ED6FF","#FF8000FF","#0000C0FF","#00C000FF","#FF0000FF","#FFFF00FF","#00FF00FF"
"#FF0000FF","#FFFF00FF","#00FF00FF","#55A0FBFF","#B856D7FF","#F74ED6FF","#FF8000FF","#0000C0FF","#FFFF00FF","#FF0000FF","#FFFF00FF","#00FF00FF"
"#000000FF","#042E3DFF","#765A22FF","#44726DFF","#9A9343FF","#000000FF","#042E3DFF","#765A22FF","#44726DFF","#9A9343FF","#000000FF","#042E3DFF"
"#323232FF","#1B6393FF","#FCD351FF","#C7E3CCFF","#F8EEC1FF","#323232FF","#1B6393FF","#FCD351FF","#C7E3CCFF","#F8EEC1FF","#323232FF","#1B6393FF"
"#285291FF","#579125FF","#915B11FF","#91181EFF","#91188FFF","#4F2B91FF","#0F0F5CFF","#0E405CFF","#0B5C2DFF","#285C08FF","#285291FF","#579125FF"
"#008000FF","#8B4513FF","#6699CCFF","#8B4513FF","#33CC00FF","#008000FF","#CC9900FF","#FFCC00FF","#FFCC00FF","#008000FF","#8B4513FF","#6699CCFF"
"#33CC00FF","#CC9900FF","#6699CCFF","#8B4513FF","#90EE90FF","#008000FF","#CC9900FF","#FFCC00FF","#FFFF33FF","#33CC00FF","#CC9900FF","#6699CCFF"
"#008000FF","#8B4513FF","#6699CCFF","#8B4513FF","#33CC00FF","#008000FF","#8B4513FF","#FFCC00FF","#FFCC00FF","#008000FF","#8B4513FF","#6699CCFF"
"#000080FF","#0000C0FF","#0000FFFF","#5757F9FF","#55A0FBFF","#90BFF9FF","#C8DEF9FF","#0000FFFF","#5757F9FF","#000080FF","#0000C0FF","#0000FFFF"
"#440154FF","#414487FF","#2A788EFF","#22A884FF","#7AD151FF","#FDE725FF","#440154FF","#414487FF","#2A788EFF","#22A884FF","#7AD151FF","#FDE725FF"
"#F94040FF","#FF6000FF","#FFFF06FF","#FCA92EFF","#000000FF","#F94040FF","#FFC080FF","#FF8000FF","#CE0665FF","#F94040FF","#FF6000FF","#FFFF06FF"
"#99CCFFFF","#CCCCFFFF","#FFD700FF","#00CCCCFF","#AFEEEEFF","#FF99FFFF","#FF9999FF","#FFD700FF","#99FFCCFF","#99CCFFFF","#CCCCFFFF","#FFD700FF"
"#99CCFFFF","#CCCCFFFF","#FFD700FF","#00CCCCFF","#00CCCCFF","#FF99FFFF","#FF9999FF","#FFD700FF","#00CCCCFF","#99CCFFFF","#CCCCFFFF","#FFD700FF"
"#031431FF","#6F5A35FF","#63615DFF","#33565FFF","#27292BFF","#031431FF","#6F5A35FF","#63615DFF","#33565FFF","#27292BFF","#031431FF","#6F5A35FF"
"#2E58A4FF","#B69D71FF","#E3DED4FF","#70AFC7FF","#4F5357FF","#2E58A4FF","#B69D71FF","#E3DED4FF","#70AFC7FF","#4F5357FF","#2E58A4FF","#B69D71FF"
"#077E97FF","#800080FF","#000080FF","#8D8DFFFF","#C000C0FF","#056943FF","#077E97FF","#800080FF","#000080FF","#077E97FF","#800080FF","#000080FF"
"#55A0FBFF","#F74ED6FF","#5757F9FF","#C8DEF9FF","#DE8BF9FF","#05BE78FF","#90BFF9FF","#F7ABE8FF","#8D8DFFFF","#55A0FBFF","#F74ED6FF","#5757F9FF"
"#6699CCFF","#6699CCFF","#FF9933FF","#4169E1FF","#87CEFAFF","#FF6600FF","#CCCCFFFF","#6699CCFF","#FF6600FF","#6699CCFF","#6699CCFF","#FF9933FF"
"#6699CCFF","#87CEFAFF","#FF9933FF","#6699CCFF","#87CEFAFF","#FF6600FF","#CCCCFFFF","#87CEFAFF","#FF9933FF","#6699CCFF","#87CEFAFF","#FF9933FF"
"#6699CCFF","#87CEFAFF","#FF9933FF","#4169E1FF","#87CEFAFF","#FF6600FF","#CCCCFFFF","#87CEFAFF","#FF6600FF","#6699CCFF","#87CEFAFF","#FF9933FF"
"#004586FF","#FF420EFF","#FFD320FF","#579D1CFF","#7E0021FF","#83CAFFFF","#314004FF","#AECF00FF","#4B1F6FFF","#FF950EFF","#C5000BFF","#0084D1FF"
"#9C9EDEFF","#7375B5FF","#4A5584FF","#CEDB9CFF","#B5CF6BFF","#8CA252FF","#637939FF","#E7CB94FF","#E7BA52FF","#BD9E39FF","#8C6D31FF","#E7969CFF"
"#3366CCFF","#DC3912FF","#FF9900FF","#109618FF","#990099FF","#0099C6FF","#DD4477FF","#66AA00FF","#B82E2EFF","#316395FF","#3366CCFF","#DC3912FF"
"#3C3C3CFF","#D2D2D2FF","#F0F0F0FF","#FF2700FF","#008FD5FF","#77AB43FF","#3C3C3CFF","#D2D2D2FF","#F0F0F0FF","#FF2700FF","#008FD5FF","#77AB43FF"
"#000000FF","#E69F00FF","#56B4E9FF","#009E73FF","#F0E442FF","#0072B2FF","#D55E00FF","#CC79A7FF","#000000FF","#E69F00FF","#56B4E9FF","#009E73FF"
"#4E79A7FF","#F28E2BFF","#E15759FF","#76B7B2FF","#59A14FFF","#EDC948FF","#B07AA1FF","#FF9DA7FF","#9C755FFF","#BAB0ACFF","#4E79A7FF","#F28E2BFF"
"#4E79A7FF","#A0CBE8FF","#F28E2BFF","#FFBE7DFF","#59A14FFF","#8CD17DFF","#B6992DFF","#F1CE63FF","#499894FF","#86BCB6FF","#E15759FF","#FF9D9AFF"
"#1170AAFF","#FC7D0BFF","#A3ACB9FF","#57606CFF","#5FA2CEFF","#C85200FF","#7B848FFF","#A3CCE9FF","#FFBC79FF","#C8D0D9FF","#1170AAFF","#FC7D0BFF"
"#767F8BFF","#B3B7B8FF","#5C6068FF","#D3D3D3FF","#989CA3FF","#767F8BFF","#B3B7B8FF","#5C6068FF","#D3D3D3FF","#989CA3FF","#767F8BFF","#B3B7B8FF"
"#B60A1CFF","#E39802FF","#309143FF","#E03531FF","#F0BD27FF","#51B364FF","#FF684CFF","#FFDA66FF","#8ACE7EFF","#B60A1CFF","#E39802FF","#309143FF"
"#4F6980FF","#849DB1FF","#A2CEAAFF","#638B66FF","#BFBB60FF","#F47942FF","#FBB04EFF","#B66353FF","#D7CE9FFF","#B9AA97FF","#7E756DFF","#4F6980FF"
"#6388B4FF","#FFAE34FF","#EF6F6AFF","#8CC2CAFF","#55AD89FF","#C3BC3FFF","#BB7693FF","#BAA094FF","#A9B5AEFF","#767676FF","#6388B4FF","#FFAE34FF"
"#8175AAFF","#6FB899FF","#31A1B3FF","#CCB22BFF","#A39FC9FF","#94D0C0FF","#959C9EFF","#027B8EFF","#9F8F12FF","#8175AAFF","#6FB899FF","#31A1B3FF"
"#EB1E2CFF","#FD6F30FF","#F9A729FF","#F9D23CFF","#5FBB68FF","#64CDCCFF","#91DCEAFF","#A4A4D5FF","#BBC9E5FF","#EB1E2CFF","#FD6F30FF","#F9A729FF"
"#BFB202FF","#B9CA5DFF","#CF3E53FF","#F1788DFF","#00A2B3FF","#97CFD0FF","#F3A546FF","#F7C480FF","#BFB202FF","#B9CA5DFF","#CF3E53FF","#F1788DFF"
"#90728FFF","#B9A0B4FF","#9D983DFF","#CECB76FF","#E15759FF","#FF9888FF","#6B6B6BFF","#BAB2AEFF","#AA8780FF","#DAB6AFFF","#90728FFF","#B9A0B4FF"
"#4E9F50FF","#87D180FF","#EF8A0CFF","#FCC66DFF","#3CA8BCFF","#98D9E4FF","#94A323FF","#C3CE3DFF","#A08400FF","#F7D42AFF","#26897EFF","#8DBFA8FF"
"#466F9DFF","#91B3D7FF","#ED444AFF","#FEB5A2FF","#9D7660FF","#D7B5A6FF","#3896C4FF","#A0D4EEFF","#BA7E45FF","#39B87FFF","#C8133BFF","#EA8783FF"
"#8074A8FF","#C6C1F0FF","#C46487FF","#FFBED1FF","#9C9290FF","#C5BFBEFF","#9B93C9FF","#DDB5D5FF","#7C7270FF","#F498B6FF","#B173A0FF","#C799BCFF"
"#1BA3C6FF","#2CB5C0FF","#30BCADFF","#21B087FF","#33A65CFF","#57A337FF","#A2B627FF","#D5BB21FF","#F8B620FF","#F89217FF","#F06719FF","#E03426FF"
"#1F77B4FF","#FF7F0EFF","#2CA02CFF","#D62728FF","#9467BDFF","#8C564BFF","#E377C2FF","#7F7F7FFF","#BCBD22FF","#17BECFFF","#1F77B4FF","#FF7F0EFF"
"#729ECEFF","#FF9E4AFF","#67BF5CFF","#ED665DFF","#AD8BC9FF","#A8786EFF","#ED97CAFF","#A2A2A2FF","#CDCC5DFF","#6DCCDAFF","#729ECEFF","#FF9E4AFF"
"#AEC7E8FF","#FFBB78FF","#98DF8AFF","#FF9896FF","#C5B0D5FF","#C49C94FF","#F7B6D2FF","#C7C7C7FF","#DBDB8DFF","#9EDAE5FF","#AEC7E8FF","#FFBB78FF"
"#1F77B4FF","#AEC7E8FF","#FF7F0EFF","#FFBB78FF","#2CA02CFF","#98DF8AFF","#D62728FF","#FF9896FF","#9467BDFF","#C5B0D5FF","#8C564BFF","#C49C94FF"
"#60636AFF","#A5ACAFFF","#414451FF","#8F8782FF","#CFCFCFFF","#60636AFF","#A5ACAFFF","#414451FF","#8F8782FF","#CFCFCFFF","#60636AFF","#A5ACAFFF"
"#006BA4FF","#FF800EFF","#ABABABFF","#595959FF","#5F9ED1FF","#C85200FF","#898989FF","#A2C8ECFF","#FFBC79FF","#CFCFCFFF","#006BA4FF","#FF800EFF"
"#B10318FF","#DBA13AFF","#309343FF","#D82526FF","#FFC156FF","#69B764FF","#F26C64FF","#FFDD71FF","#9FCD99FF","#B10318FF","#DBA13AFF","#309343FF"
"#7B66D2FF","#DC5FBDFF","#94917BFF","#995688FF","#D098EEFF","#D7D5C5FF","#7B66D2FF","#DC5FBDFF","#94917BFF","#995688FF","#D098EEFF","#D7D5C5FF"
"#7B66D2FF","#A699E8FF","#DC5FBDFF","#FFC0DAFF","#5F5A41FF","#B4B19BFF","#995688FF","#D898BAFF","#AB6AD5FF","#D098EEFF","#8B7C6EFF","#DBD4C5FF"
"#32A251FF","#FF7F0FFF","#3CB7CCFF","#FFD94AFF","#39737CFF","#B85A0DFF","#32A251FF","#FF7F0FFF","#3CB7CCFF","#FFD94AFF","#39737CFF","#B85A0DFF"
"#32A251FF","#ACD98DFF","#FF7F0FFF","#FFB977FF","#3CB7CCFF","#98D9E4FF","#B85A0DFF","#FFD94AFF","#39737CFF","#86B4A9FF","#82853BFF","#CCC94DFF"
"#2C69B0FF","#F02720FF","#AC613CFF","#6BA3D6FF","#EA6B73FF","#E9C39BFF","#2C69B0FF","#F02720FF","#AC613CFF","#6BA3D6FF","#EA6B73FF","#E9C39BFF"
"#2C69B0FF","#B5C8E2FF","#F02720FF","#FFB6B0FF","#AC613CFF","#E9C39BFF","#6BA3D6FF","#B5DFFDFF","#AC8763FF","#DDC9B4FF","#BD0A36FF","#F4737AFF"
"#1F83B4FF","#12A2A8FF","#2CA030FF","#78A641FF","#BCBD22FF","#FFBF50FF","#FFAA0EFF","#FF7F0EFF","#D63A3AFF","#C7519CFF","#BA43B4FF","#8A60B0FF"
"#8C8C8CFF","#88BDE6FF","#FBB258FF","#90CD97FF","#F6AAC9FF","#BFA554FF","#BC99C7FF","#EDDD46FF","#F07E6EFF","#8C8C8CFF","#88BDE6FF","#FBB258FF"
"#4D4D4DFF","#5DA5DAFF","#FAA43AFF","#60BD68FF","#F17CB0FF","#B2912FFF","#B276B2FF","#DECF3FFF","#F15854FF","#4D4D4DFF","#5DA5DAFF","#FAA43AFF"
"#000000FF","#265DABFF","#DF5C24FF","#059748FF","#E5126FFF","#9D722AFF","#7B3A96FF","#C7B42EFF","#CB2027FF","#000000FF","#265DABFF","#DF5C24FF"
"#F81B02FF","#FC7715FF","#AFBF41FF","#50C49FFF","#3B95C4FF","#B560D4FF","#F81B02FF","#FC7715FF","#AFBF41FF","#50C49FFF","#3B95C4FF","#B560D4FF"
"#F8B323FF","#656A59FF","#46B2B5FF","#8CAA7EFF","#D36F68FF","#826276FF","#F8B323FF","#656A59FF","#46B2B5FF","#8CAA7EFF","#D36F68FF","#826276FF"
