"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"#D8C8C8FF","#686868FF","#888888FF","#B8A8A8FF","#000000FF","#484840FF","#F8F8F8FF","#383840FF","#988888FF","#A8A8A8FF","#786868FF","#68B8F8FF"
"#484840FF","#686868FF","#D8C8C8FF","#A8A8A8FF","#888888FF","#000000FF","#F8F8F8FF","#B8A8A8FF","#786868FF","#988888FF","#68B8F8FF","#A83848FF"
"#C8C0C0FF","#E8E0E0FF","#000000FF","#907878FF","#6090C8FF","#4870A8FF","#88B8F0FF","#485870FF","#C0D8F8FF","#F8F8F8FF","#E05838FF","#702840FF"
"#C85850FF","#000000FF","#E07878FF","#F89890FF","#888878FF","#E8E8D0FF","#B8B8A8FF","#785048FF","#D0D0C0FF","#F8C858FF","#F8E080FF","#A08868FF"
"#98D880FF","#68B078FF","#181818FF","#508858FF","#405040FF","#F8E820FF","#D0D018FF","#A8C040FF","#C0C8D8FF","#F8F8F8FF","#98D880FF","#68B078FF"
"#D8E068FF","#7080C0FF","#F8F848FF","#887840FF","#384048FF","#B0C068FF","#88A8E8FF","#181818FF","#505880FF","#F8F8F8FF","#E85068FF","#A82010FF"
"#F8E8C0FF","#D86048FF","#E8D080FF","#000000FF","#885830FF","#787050FF","#E89870FF","#F8F0D8FF","#B8A880FF","#F8F8F8FF","#F8E8C0FF","#D86048FF"
"#5878E0FF","#F8E8C0FF","#E8D080FF","#000000FF","#6098F8FF","#305880FF","#787050FF","#F8F0D8FF","#B8A880FF","#283040FF","#E85038FF","#404060FF"
"#484850FF","#000000FF","#A0B0C0FF","#604830FF","#E05060FF","#D8B850FF","#7888A0FF","#F8F8F8FF","#C83850FF","#888890FF","#883048FF","#F8E050FF"
"#88A8C8FF","#484848FF","#000000FF","#B060C8FF","#A8C0E8FF","#885098FF","#302830FF","#787878FF","#586888FF","#C888D8FF","#E0B048FF","#988050FF"
"#000000FF","#285890FF","#F05880FF","#78C860FF","#B0E870FF","#A03048FF","#5090D0FF","#609048FF","#406030FF","#8098A0FF","#60B0F8FF","#C8D8D0FF"
"#A0D890FF","#80A070FF","#000000FF","#486838FF","#98B888FF","#C0E8B0FF","#F8E8A0FF","#F0D858FF","#404040FF","#A89048FF","#C8A810FF","#A0D890FF"
"#B888F8FF","#9868D0FF","#D0A8F8FF","#705890FF","#F82800FF","#303030FF","#000000FF","#583868FF","#686868FF","#505050FF","#807840FF","#F8D058FF"
"#C89028FF","#000000FF","#304898FF","#604838FF","#E8B828FF","#F03838FF","#783838FF","#B83838FF","#4078B8FF","#282858FF","#F8F8F8FF","#A8C0F8FF"
"#408890FF","#D8C8F0FF","#406078FF","#384048FF","#90B8B8FF","#000000FF","#A898B0FF","#E8E0F8FF","#F8F8F8FF","#F8D860FF","#D8B840FF","#683848FF"
"#306898FF","#4880B0FF","#E8D0A0FF","#C8B080FF","#6098C8FF","#203048FF","#000000FF","#686048FF","#988860FF","#90C0E8FF","#385078FF","#B0B8C0FF"
"#B0A8B0FF","#D0C8D8FF","#E8E0F8FF","#2850C0FF","#3060F8FF","#303858FF","#5080F8FF","#807080FF","#B098A8FF","#285078FF","#90A8F8FF","#504848FF"
"#F0D800FF","#C8B038FF","#90D818FF","#686020FF","#181818FF","#909050FF","#F0F0A0FF","#D0D090FF","#587068FF","#B0F030FF","#D8C820FF","#70A038FF"
"#E06818FF","#B85028FF","#E8A848FF","#A8A858FF","#503018FF","#D0D080FF","#484820FF","#8080B8FF","#181818FF","#E8E8C8FF","#B87868FF","#F8F8F8FF"
"#B8A8A0FF","#D0C8C0FF","#E8D8D0FF","#585858FF","#C05038FF","#303030FF","#000000FF","#904830FF","#808080FF","#583038FF","#E07848FF","#F89868FF"
"#888890FF","#687078FF","#303028FF","#000000FF","#F8C8B8FF","#484848FF","#A8A8A0FF","#C08858FF","#E0A880FF","#F8E0F8FF","#904848FF","#F8F8F8FF"
"#606060FF","#E0A8E8FF","#000000FF","#B070B8FF","#909090FF","#484848FF","#D06880FF","#787878FF","#984860FF","#F0C8F8FF","#785088FF","#C888D0FF"
"#E0D0A0FF","#C0B080FF","#584030FF","#786048FF","#B05828FF","#F0E0A8FF","#D86838FF","#A89068FF","#D88848FF","#A84058FF","#E0D0A0FF","#C0B080FF"
"#C87870FF","#704040FF","#E89848FF","#F8B878FF","#202020FF","#404030FF","#789048FF","#A8C060FF","#D8F070FF","#F8F8F8FF","#C87870FF","#704040FF"
"#000000FF","#308860FF","#60C090FF","#A0A0A0FF","#505050FF","#808080FF","#88E8B0FF","#B8B078FF","#787038FF","#E0D088FF","#F8F8A0FF","#C8C8C8FF"
"#000000FF","#A8D870FF","#98B860FF","#D0F880FF","#983030FF","#E07070FF","#588058FF","#68A070FF","#789840FF","#90D098FF","#305858FF","#F8B0B0FF"
"#C8E870FF","#A8C860FF","#305028FF","#407028FF","#88A850FF","#688840FF","#489838FF","#78C868FF","#E0F898FF","#F8D048FF","#B89840FF","#F8E890FF"
"#B0D070FF","#98B860FF","#308048FF","#385028FF","#80A050FF","#C8E870FF","#60C068FF","#50A860FF","#40A058FF","#688840FF","#607048FF","#F8E048FF"
"#D0D0E0FF","#E8E8F0FF","#78C8F8FF","#F8F8F8FF","#9898C0FF","#5890C8FF","#386880FF","#000000FF","#60A8E0FF","#A8E0F8FF","#B0B0D8FF","#808090FF"
"#E8F0F8FF","#D8D8E8FF","#C0C0D0FF","#70B0E8FF","#6088C0FF","#406898FF","#283858FF","#000000FF","#A8B0C0FF","#808090FF","#A8D0F8FF","#802008FF"
"#D0C0C8FF","#F8F8F8FF","#E0D8E0FF","#000000FF","#F86068FF","#908088FF","#B8A8B0FF","#C85868FF","#685860FF","#783880FF","#F8A090FF","#884050FF"
"#504848FF","#383030FF","#000000FF","#282020FF","#D8B840FF","#A030F8FF","#C84038FF","#583040FF","#807840FF","#8828B0FF","#F8E058FF","#887878FF"
"#C0A878FF","#D0C080FF","#A89868FF","#E0D090FF","#887050FF","#F8E8A0FF","#503828FF","#A03048FF","#786048FF","#988060FF","#604838FF","#B83848FF"
"#B09050FF","#E89038FF","#D8B048FF","#E8D070FF","#382818FF","#A86028FF","#786048FF","#C87830FF","#F8E8A0FF","#505058FF","#885020FF","#887070FF"
"#88A0D8FF","#485898FF","#5868B0FF","#A0A0A8FF","#A0C0F8FF","#B8B8C0FF","#707080FF","#384050FF","#000000FF","#D0D0D8FF","#C0D8E8FF","#E8F0F0FF"
"#506090FF","#7088B0FF","#D8A038FF","#000000FF","#886830FF","#384870FF","#68B8D8FF","#F8D048FF","#80D8F8FF","#6070A0FF","#90B0D8FF","#F8F8F8FF"
"#D05808FF","#000000FF","#F87810FF","#604030FF","#E0C890FF","#A85008FF","#F8C040FF","#C8A868FF","#907040FF","#F0E8C0FF","#F8F8F8FF","#E8B040FF"
"#000000FF","#B84000FF","#E06800FF","#F0A830FF","#883820FF","#C0A060FF","#907040FF","#E0C890FF","#F8E058FF","#F0E8C0FF","#5098F0FF","#4070A8FF"
"#605050FF","#98A040FF","#C0C060FF","#E0E0A8FF","#F09050FF","#D84060FF","#808060FF","#605050FF","#98A040FF","#C0C060FF","#E0E0A8FF","#F09050FF"
"#505028FF","#686840FF","#909878FF","#C0C0D0FF","#F8C0A0FF","#F07858FF","#F8F8F8FF","#606018FF","#A85800FF","#F8D070FF","#B0A078FF","#9890B8FF"
"#B86010FF","#884078FF","#F8D088FF","#F8A868FF","#E87838FF","#601848FF","#000000FF","#B070A8FF","#E0A800FF","#E0A0D8FF","#F8D828FF","#F8F078FF"
"#70B068FF","#000000FF","#508058FF","#90E078FF","#F8A870FF","#385848FF","#B05048FF","#F8D828FF","#F06820FF","#F8D0A8FF","#E0A800FF","#F8F078FF"
"#000000FF","#686878FF","#708870FF","#D8D8D8FF","#587058FF","#F87850FF","#D85020FF","#F8F8F8FF","#905048FF","#A8C8A8FF","#88A888FF","#B0B0B8FF"
"#000000FF","#384050FF","#8888B8FF","#D8B060FF","#585888FF","#7070A8FF","#686878FF","#B8B8D8FF","#F86048FF","#D8D8D8FF","#F8D868FF","#B0B0B8FF"
"#A0A8C0FF","#E8E898FF","#908050FF","#B0A070FF","#D0D080FF","#584838FF","#181818FF","#505070FF","#C8D8F8FF","#F8F8F8FF","#E07860FF","#E0D8E0FF"
"#D06040FF","#703830FF","#F8D0B0FF","#D8B898FF","#88C0F8FF","#E88058FF","#F8E0D0FF","#90A8C0FF","#686078FF","#000000FF","#E08088FF","#B05040FF"
"#C8B8B8FF","#E0D8D8FF","#F8F8F8FF","#585050FF","#181818FF","#F0F0E8FF","#999999FF","#D8D8F0FF","#485048FF","#C8B8B8FF","#E0D8D8FF","#F8F8F8FF"
"#60B080FF","#508858FF","#000000FF","#406040FF","#D8C058FF","#F0E878FF","#887858FF","#78D088FF","#A0E898FF","#B85840FF","#C0A848FF","#E86848FF"
"#908088FF","#A0A0A8FF","#484048FF","#A8B8C0FF","#787078FF","#181818FF","#78B040FF","#68D0F0FF","#B8B000FF","#F0D030FF","#50B8D0FF","#689040FF"
"#707088FF","#484860FF","#9090A8FF","#000000FF","#B8B8C8FF","#804028FF","#D87830FF","#B85810FF","#F8B830FF","#E0A018FF","#E03030FF","#F8F830FF"
"#686858FF","#585850FF","#888878FF","#D8D0A8FF","#383830FF","#000000FF","#F8F8E0FF","#A8A078FF","#E8E0B8FF","#B0B090FF","#F8A0A8FF","#884858FF"
"#503830FF","#908078FF","#686058FF","#B0B0A0FF","#888870FF","#D0C0B0FF","#181818FF","#585868FF","#A8A890FF","#F8F8F8FF","#F80000FF","#503830FF"
"#78D888FF","#A07030FF","#38A840FF","#000000FF","#206020FF","#B88850FF","#684828FF","#B8F098FF","#50C058FF","#C8A068FF","#E8B838FF","#F8F868FF"
"#98C0E0FF","#404868FF","#C0E0F8FF","#F05870FF","#7090B0FF","#F8D058FF","#000000FF","#782840FF","#F87890FF","#C04860FF","#A87048FF","#F8F8F8FF"
"#F8F8F8FF","#C0C0D0FF","#000000FF","#506060FF","#283838FF","#708080FF","#D8D8E8FF","#90A0A0FF","#9090A8FF","#C82820FF","#782830FF","#F8F8F8FF"
"#68B8D8FF","#4898B8FF","#284850FF","#98D0E8FF","#000000FF","#3878A0FF","#D85860FF","#A03040FF","#403838FF","#782838FF","#C8C8C0FF","#68B8D8FF"
"#E0A858FF","#504848FF","#F87850FF","#383030FF","#F8E8A0FF","#282020FF","#B04030FF","#B07030FF","#F8D068FF","#887878FF","#F8F8F8FF","#D8D8D8FF"
"#282838FF","#C8C8D8FF","#E0E0F0FF","#A0A0B8FF","#505058FF","#505068FF","#F8F8F8FF","#787890FF","#787880FF","#A0C8F8FF","#4888C0FF","#C8C8D0FF"
"#F0E0B8FF","#98A0F8FF","#D0C090FF","#C0C0F8FF","#6878D0FF","#E0D0A8FF","#000000FF","#485088FF","#A09068FF","#D8D8F8FF","#685830FF","#F8F8F8FF"
"#6890D0FF","#E8C8A8FF","#F8E0B8FF","#F8F8F8FF","#385070FF","#88A8F8FF","#000000FF","#9898B0FF","#587890FF","#D8D8F8FF","#B8B8D0FF","#D0B090FF"
"#5888C0FF","#3870A8FF","#80B0E0FF","#000000FF","#D8E0F8FF","#305078FF","#F8F8F8FF","#C0C8D8FF","#F8D880FF","#A08058FF","#F8F8A0FF","#F8C060FF"
"#000000FF","#002850FF","#3058C8FF","#F8F8F8FF","#284080FF","#488880FF","#C8D0D0FF","#C0D0F0FF","#6088F0FF","#88B8C8FF","#D07080FF","#88A090FF"
"#4898B0FF","#D89000FF","#000000FF","#78C0D8FF","#986840FF","#306078FF","#E8B060FF","#98D8F0FF","#F8F8F8FF","#F88090FF","#A08090FF","#C87090FF"
"#E880A8FF","#000000FF","#F0A8B8FF","#904858FF","#F8C8C8FF","#9058A8FF","#603868FF","#A868D0FF","#D06090FF","#C870F8FF","#F8F8F8FF","#C8B8A8FF"
"#D0B890FF","#A08880FF","#786058FF","#B09068FF","#000000FF","#F0D8B0FF","#504038FF","#685040FF","#887068FF","#F8F0D8FF","#B8A0A0FF","#887048FF"
"#F8A078FF","#C89090FF","#181818FF","#F0D090FF","#703830FF","#E09880FF","#A06850FF","#F8F8F8FF","#5860B8FF","#F8A078FF","#C89090FF","#181818FF"
"#7878D8FF","#484860FF","#787090FF","#A8A8F8FF","#D8D0E8FF","#181818FF","#A8A0B8FF","#C08060FF","#809090FF","#F89060FF","#F8F8F8FF","#7878D8FF"
"#E8E8C8FF","#C8C8C8FF","#505070FF","#9088B0FF","#B0B0B8FF","#181818FF","#484038FF","#787860FF","#F0F000FF","#605848FF","#C0C000FF","#B85820FF"
"#B87048FF","#7878D8FF","#A8A8F8FF","#384060FF","#506090FF","#181818FF","#784830FF","#D87850FF","#A8A0B8FF","#F89060FF","#D8D0E8FF","#F8F8F8FF"
"#3860B0FF","#303870FF","#4880D0FF","#58A0F8FF","#80C8F8FF","#D04850FF","#706870FF","#804848FF","#C8C8C8FF","#908890FF","#3860B0FF","#303870FF"
"#3860B0FF","#4880D0FF","#58A0F8FF","#303870FF","#80C8F8FF","#A8A8A8FF","#706870FF","#C8C8C8FF","#D8D8D8FF","#804848FF","#D04850FF","#908890FF"
"#4880D0FF","#3860B0FF","#303870FF","#58A0F8FF","#80C8F8FF","#A8A8A8FF","#908890FF","#706870FF","#C0D8F8FF","#C8C8C8FF","#D8D8D8FF","#D04850FF"
"#E0D8A8FF","#C8C0A8FF","#E8E0D8FF","#504828FF","#E88038FF","#908870FF","#B0A890FF","#B88038FF","#181818FF","#E8A868FF","#885838FF","#B04000FF"
"#8070B0FF","#98A0D8FF","#B8D0E8FF","#303858FF","#D8F8F8FF","#586078FF","#181818FF","#F8F8F8FF","#F8E000FF","#F8F8A8FF","#8070B0FF","#98A0D8FF"
"#B8B8B0FF","#E8E8E8FF","#585050FF","#D8D0E0FF","#888068FF","#A8A878FF","#181818FF","#808078FF","#707058FF","#F058A8FF","#F8F8F8FF","#F8B0A0FF"
"#D0D0E8FF","#883040FF","#F86868FF","#C84850FF","#D85858FF","#E8E8F8FF","#787090FF","#F8A070FF","#A8A0C8FF","#5868B0FF","#70A8E8FF","#C8A048FF"
"#4880D0FF","#A8A8A8FF","#3860B0FF","#303870FF","#58A0F8FF","#C8C8C8FF","#706870FF","#98C8F8FF","#908890FF","#D04850FF","#D8D8D8FF","#F8F8F8FF"
"#3860B0FF","#4880D0FF","#303870FF","#C8B8C8FF","#285090FF","#F80810FF","#58A0F8FF","#B82028FF","#D8D8D8FF","#585068FF","#702838FF","#988890FF"
"#785860FF","#F82028FF","#383838FF","#F87880FF","#A82838FF","#782028FF","#C0C0C8FF","#C83848FF","#F8F8F8FF","#987888FF","#A890A0FF","#F8B8B8FF"
"#488070FF","#58B888FF","#385038FF","#181818FF","#90D8B0FF","#F06060FF","#F8E800FF","#C09060FF","#D8C800FF","#F8F8F8FF","#408040FF","#D8D0E8FF"
"#E0C050FF","#F8E058FF","#C8D0D8FF","#B08830FF","#E0E8F0FF","#000000FF","#80A0F8FF","#F8F090FF","#98A0A8FF","#284070FF","#687070FF","#5070F8FF"
"#181818FF","#CE6363FF","#7B7352FF","#FF844AFF","#73D6ADFF","#734A31FF","#84A59CFF","#9C9C84FF","#524A42FF","#39635AFF","#FFAD84FF","#DE6BE7FF"
"#F8D000FF","#E86850FF","#98D048FF","#684000FF","#B870A0FF","#A02000FF","#F8D000FF","#E86850FF","#98D048FF","#684000FF","#B870A0FF","#A02000FF"
"#209058FF","#58C890FF","#903000FF","#F89040FF","#484880FF","#68A8E0FF","#209058FF","#58C890FF","#903000FF","#F89040FF","#484880FF","#68A8E0FF"
"#488820FF","#207890FF","#7868C0FF","#C03000FF","#F09008FF","#686868FF","#488820FF","#207890FF","#7868C0FF","#C03000FF","#F09008FF","#686868FF"
"#F0A0FFFF","#0075DCFF","#993F00FF","#4C005CFF","#191919FF","#005C31FF","#2BCE48FF","#FFCC99FF","#808080FF","#94FFB5FF","#8F7C00FF","#9DCC00FF"
"#AA0DFEFF","#3283FEFF","#85660DFF","#782AB6FF","#565656FF","#1C8356FF","#16FF32FF","#F7E1A0FF","#E2E2E2FF","#1CBE4FFF","#C4451CFF","#DEA0FDFF"
"#0000FFFF","#FF0000FF","#00FF00FF","#000033FF","#FF00B6FF","#005300FF","#FFD300FF","#009FFFFF","#9A4D42FF","#00FFBEFF","#783FC1FF","#1F9698FF"
"#F2F3F4FF","#222222FF","#F3C300FF","#875692FF","#F38400FF","#A1CAF1FF","#BE0032FF","#C2B280FF","#848482FF","#008856FF","#E68FACFF","#0067A5FF"
"#5A5156FF","#E4E1E3FF","#F6222EFF","#FE00FAFF","#16FF32FF","#3283FEFF","#FEAF16FF","#B00068FF","#1CFFCEFF","#90AD1CFF","#2ED9FFFF","#DEA0FDFF"
"#990F26FF","#B33E52FF","#CC7A88FF","#E6B8BFFF","#99600FFF","#B3823EFF","#CCAA7AFF","#E6D2B8FF","#54990FFF","#78B33EFF","#A3CC7AFF","#CFE6B8FF"
"#332288FF","#6699CCFF","#88CCEEFF","#44AA99FF","#117733FF","#999933FF","#DDCC77FF","#661100FF","#CC6677FF","#AA4466FF","#882255FF","#AA4499FF"
"#000000FF","#575757FF","#AD2323FF","#2A4BD7FF","#1D6914FF","#814A19FF","#8126C0FF","#A0A0A0FF","#81C57AFF","#9DAFFFFF","#29D0D0FF","#FF9233FF"
"#AA0DFEFF","#3283FEFF","#85660DFF","#782AB6FF","#565656FF","#1C8356FF","#16FF32FF","#F7E1A0FF","#E2E2E2FF","#1CBE4FFF","#C4451CFF","#DEA0FDFF"
"#2E91E5FF","#E15F99FF","#1CA71CFF","#FB0D0DFF","#DA16FFFF","#222A2AFF","#B68100FF","#750D86FF","#EB663BFF","#511CFBFF","#00A08BFF","#FB00D1FF"
"#FFFFFFFF","#0000FFFF","#FF0000FF","#00FF00FF","#000033FF","#FF00B6FF","#005300FF","#FFD300FF","#009FFFFF","#9A4D42FF","#00FFBEFF","#783FC1FF"
"#F0A3FFFF","#0075DCFF","#993F00FF","#4C005CFF","#191919FF","#005C31FF","#2BCE48FF","#FFCC99FF","#808080FF","#94FFB5FF","#8F7C00FF","#9DCC00FF"
"#F2F3F4FF","#222222FF","#F3C300FF","#875692FF","#F38400FF","#A1CAF1FF","#BE0032FF","#C2B280FF","#848482FF","#008856FF","#E68FACFF","#0067A5FF"
"#FD3216FF","#00FE35FF","#6A76FCFF","#FED4C4FF","#FE00CEFF","#0DF9FFFF","#F6F926FF","#FF9616FF","#479B55FF","#EEA6FBFF","#DC587DFF","#D626FFFF"
"#5A5156FF","#E4E1E3FF","#F6222EFF","#FE00FAFF","#16FF32FF","#3283FEFF","#FEAF16FF","#B00068FF","#1CFFCEFF","#90AD1CFF","#2ED9FFFF","#DEA0FDFF"
"#070604FF","#F9E211FF","#797A87FF","#A8ACADFF","#D6CBB5FF","#070604FF","#F9E211FF","#797A87FF","#A8ACADFF","#D6CBB5FF","#070604FF","#F9E211FF"
"#CABEE9FF","#7C7189FF","#FAE093FF","#D04E59FF","#BC8E7DFF","#2F3D70FF","#CABEE9FF","#7C7189FF","#FAE093FF","#D04E59FF","#BC8E7DFF","#2F3D70FF"
"#A7473AFF","#4B5F6CFF","#B09B37FF","#955F47FF","#A8B9CBFF","#A7473AFF","#4B5F6CFF","#B09B37FF","#955F47FF","#A8B9CBFF","#A7473AFF","#4B5F6CFF"
"#7D9D33FF","#CED38CFF","#DCC949FF","#BCA888FF","#CD8862FF","#775B24FF","#7D9D33FF","#CED38CFF","#DCC949FF","#BCA888FF","#CD8862FF","#775B24FF"
"#44781EFF","#A1B654FF","#2C3B75FF","#B8321AFF","#565052FF","#44781EFF","#A1B654FF","#2C3B75FF","#B8321AFF","#565052FF","#44781EFF","#A1B654FF"
"#6C803AFF","#7B5C34FF","#AB7C47FF","#CCAE42FF","#D73202FF","#272318FF","#D3CDBFFF","#6C803AFF","#7B5C34FF","#AB7C47FF","#CCAE42FF","#D73202FF"
"#325756FF","#7D9FC2FF","#C582B2FF","#51806AFF","#4D5F8EFF","#A092B7FF","#325756FF","#7D9FC2FF","#C582B2FF","#51806AFF","#4D5F8EFF","#A092B7FF"
"#5A8B8AFF","#337166FF","#2C5F44FF","#C47C94FF","#43394CFF","#5A8B8AFF","#337166FF","#2C5F44FF","#C47C94FF","#43394CFF","#5A8B8AFF","#337166FF"
"#757B16FF","#4F651DFF","#798C8BFF","#2F638FFF","#091A26FF","#490B0AFF","#757B16FF","#4F651DFF","#798C8BFF","#2F638FFF","#091A26FF","#490B0AFF"
"#85BEDCFF","#3A383FFF","#A6B0BBFF","#CCBBCDFF","#647588FF","#85BEDCFF","#3A383FFF","#A6B0BBFF","#CCBBCDFF","#647588FF","#85BEDCFF","#3A383FFF"
"#214D65FF","#287DABFF","#E5BF86FF","#B09771FF","#624B27FF","#CACFD0FF","#214D65FF","#287DABFF","#E5BF86FF","#B09771FF","#624B27FF","#CACFD0FF"
"#AA988AFF","#B66A40FF","#2F414BFF","#2B4B3CFF","#7A3520FF","#7B8BA5FF","#AA988AFF","#B66A40FF","#2F414BFF","#2B4B3CFF","#7A3520FF","#7B8BA5FF"
"#DD3C51FF","#313657FF","#1F6683FF","#6C90B9FF","#D1C7B5FF","#DD3C51FF","#313657FF","#1F6683FF","#6C90B9FF","#D1C7B5FF","#DD3C51FF","#313657FF"
"#DEB478FF","#976533FF","#D3D5D0FF","#76716EFF","#272623FF","#DEB478FF","#976533FF","#D3D5D0FF","#76716EFF","#272623FF","#DEB478FF","#976533FF"
"#3E4331FF","#AD6B17FF","#66743BFF","#D0C471FF","#CCB62FFF","#BAC4C2FF","#3E4331FF","#AD6B17FF","#66743BFF","#D0C471FF","#CCB62FFF","#BAC4C2FF"
"#7ACCD7FF","#115896FF","#7C6C65FF","#4C4C53FF","#BA2F00FF","#21282FFF","#7ACCD7FF","#115896FF","#7C6C65FF","#4C4C53FF","#BA2F00FF","#21282FFF"
"#719E56FF","#71702FFF","#947163FF","#623711FF","#425266FF","#719E56FF","#71702FFF","#947163FF","#623711FF","#425266FF","#719E56FF","#71702FFF"
"#5FA1F7FF","#83A552FF","#3D4928FF","#9B1F1AFF","#B19F8EFF","#4E0B0CFF","#5FA1F7FF","#83A552FF","#3D4928FF","#9B1F1AFF","#B19F8EFF","#4E0B0CFF"
"#3399FFFF","#666600FF","#003399FF","#999900FF","#000000FF","#3399FFFF","#666600FF","#003399FF","#999900FF","#000000FF","#3399FFFF","#666600FF"
"#1D3141FF","#096168FF","#209478FF","#75C56EFF","#E2EE5EFF","#1D3141FF","#096168FF","#209478FF","#75C56EFF","#E2EE5EFF","#1D3141FF","#096168FF"
"#1E313EFF","#4E475FFF","#8B5975FF","#C86C7CFF","#FA8975FF","#1E313EFF","#4E475FFF","#8B5975FF","#C86C7CFF","#FA8975FF","#1E313EFF","#4E475FFF"
"#00778AFF","#82A2BFFF","#D4D2E5FF","#B77DAFFF","#A30248FF","#00778AFF","#82A2BFFF","#D4D2E5FF","#B77DAFFF","#A30248FF","#00778AFF","#82A2BFFF"
"#488F31FF","#8CBCACFF","#F1F1F1FF","#B896D6FF","#783DBAFF","#488F31FF","#8CBCACFF","#F1F1F1FF","#B896D6FF","#783DBAFF","#488F31FF","#8CBCACFF"
"#F09000FF","#FEC289FF","#F6F6F6FF","#9DC7E4FF","#0099D1FF","#F09000FF","#FEC289FF","#F6F6F6FF","#9DC7E4FF","#0099D1FF","#F09000FF","#FEC289FF"
"#2A8F27FF","#95C08BFF","#F1F1F1FF","#FFBEFEFF","#FF8B26FF","#2A8F27FF","#95C08BFF","#F1F1F1FF","#FFBEFEFF","#FF8B26FF","#2A8F27FF","#95C08BFF"
"#DCEAEAFF","#7CC3C9FF","#E1650BFF","#996244FF","#A83600FF","#519B9AFF","#3D726AFF","#03424BFF","#DCEAEAFF","#7CC3C9FF","#E1650BFF","#996244FF"
"#FAB5C8FF","#F67E99FF","#F54E6CFF","#AB553EFF","#EDC580FF","#E0A55FFF","#FDAB7BFF","#9E3B00FF","#FAB5C8FF","#F67E99FF","#F54E6CFF","#AB553EFF"
"#CDD2CCFF","#F2DCC4FF","#E6C2A2FF","#E5A488FF","#FF8460FF","#BCBDB7FF","#997457FF","#573617FF","#CDD2CCFF","#F2DCC4FF","#E6C2A2FF","#E5A488FF"
"#91969AFF","#6A7473FF","#565551FF","#383B34FF","#AAE8FFFF","#15100CFF","#004E5BFF","#10AEC9FF","#91969AFF","#6A7473FF","#565551FF","#383B34FF"
"#FDA380FF","#E17489FF","#CF5483FF","#FE8BB2FF","#B6CAC1FF","#98E2E3FF","#57ADBAFF","#5F4E3CFF","#FDA380FF","#E17489FF","#CF5483FF","#FE8BB2FF"
"#008000FF","#0000FFFF","#800080FF","#00FF00FF","#FF00FFFF","#008080FF","#FFFF00FF","#808080FF","#00FFFFFF","#000080FF","#800000FF","#FF0000FF"
"#C8C8C8FF","#BDBDBDFF","#B2B2B2FF","#A7A7A7FF","#9C9C9CFF","#919191FF","#868686FF","#7B7B7BFF","#707070FF","#656565FF","#5A5A5AFF","#4F4F4FFF"
"#9999FFFF","#993366FF","#FFFFCCFF","#CCFFFFFF","#660066FF","#FF8080FF","#0066CCFF","#CCCCFFFF","#000080FF","#FF00FFFF","#FFFF00FF","#00FFFFFF"
"#E6E6FAFF","#FFF0F5FF","#FFDAB9FF","#FFFACDFF","#FFE4E1FF","#F0FFF0FF","#F0F8FFFF","#F5F5F5FF","#FAEBD7FF","#E0FFFFFF","#E6E6FAFF","#FFF0F5FF"
"#87CEEBFF","#32CD32FF","#BA55D3FF","#F08080FF","#4682B4FF","#9ACD32FF","#40E0D0FF","#FF69B4FF","#F0E68CFF","#D2B48CFF","#8FBC8BFF","#6495EDFF"
"#FF8000FF","#B8860BFF","#C04000FF","#6B8E23FF","#CD853FFF","#C0C000FF","#228B22FF","#D2691EFF","#808000FF","#20B2AAFF","#F4A460FF","#00C000FF"
"#FF0000FF","#00FF00FF","#0000FFFF","#FFFF00FF","#00FFFFFF","#FF00FFFF","#AA7814FF","#FF0000FF","#00FF00FF","#0000FFFF","#FFFF00FF","#00FFFFFF"
"#8A2BE2FF","#BA55D3FF","#4169E1FF","#C71585FF","#0000FFFF","#8A2BE2FF","#DA70D6FF","#7B68EEFF","#C000C0FF","#0000CDFF","#800080FF","#8A2BE2FF"
"#A0522DFF","#D2691EFF","#8B0000FF","#CD853FFF","#A52A2AFF","#F4A460FF","#8B4513FF","#C04000FF","#B22222FF","#B65C3AFF","#A0522DFF","#D2691EFF"
"#FFD700FF","#FF0000FF","#FF1493FF","#DC143CFF","#FF8C00FF","#FF00FFFF","#FFFF00FF","#FF4500FF","#C71585FF","#DDE221FF","#FFD700FF","#FF0000FF"
"#2E8B57FF","#66CDAAFF","#4682B4FF","#008B8BFF","#5F9EA0FF","#3CB371FF","#48D1CCFF","#B0C4DEFF","#8FBC8BFF","#87CEEBFF","#2E8B57FF","#66CDAAFF"
"#418CF0FF","#FCB441FF","#E0400AFF","#056492FF","#BFBFBFFF","#1A3B69FF","#FFE382FF","#129CDDFF","#CA6B4BFF","#005CDBFF","#F3D288FF","#506381FF"
"#FFFFFFFF","#BFBFBFFF","#808080FF","#404040FF","#000000FF","#6699FFFF","#3366CCFF","#003399FF","#99CC33FF","#00CC00FF","#669900FF","#FFCC00FF"
"#080808FF","#442C2CFF","#50080CFF","#483838FF","#685444FF","#746050FF","#54382CFF","#8C6858FF","#AC745CFF","#442C38FF","#584844FF","#70544CFF"
"#ECD814FF","#ECD814FF","#ECD814FF","#ECD414FF","#ECD414FF","#ECD018FF","#ECD018FF","#E8CC18FF","#E8CC18FF","#E8CC18FF","#E8C818FF","#E8C818FF"
